mwe;label;sentence;par
на ножах;I;"ах""Этюд в багровых тонах», в рассказе « ""Случай с переводчиком""Случай с переводчиком», « ""В Сиреневой Сторожке""В Сиреневой Сторожке», а также в рассказе « ""Алое кольцо""Алое кольцо». Шерлок Холмс в первой повести отзывается о нём так: «Грегсон — самый толковый сыщик в Скотленд-Ярде. Он и Лестрейд выделяются среди прочих ничтожеств. Оба расторопны, энергичны, хотя банальны до ужаса. Друг с другом на ножах. Они ревнивы к славе, как профессиональные красавицы». Грегсон описывается как «высокий, белолицый человек с льняными волосами». Всего Грегсон появляется в 4 произведениях Конан Дойля о Холмсе.";2
на ножах;I;По одной балисонг — изобретение филиппинских рыбаков. Выкидная конструкция как нельзя лучше отвечала суровым условиям их жизни. В шторм, на малом судне, когда одной рукой приходилось держать снасти, а другой — быстро обрубить канат, изначально обоюдоострый балисонг был лучшим для того средством. В ближнем бою типа «стенка на стенку», когда нужно было поразить врага, не задев при этом товарища, мечи были неприемлемы, а вот балисонги — в самый раз. Не случайно в филиппинских боевых искусствах существовал целый ряд техник борьбы на ножах.;2
на ножах;I;"В 18 лет Дмитрий пробовался на главную мужскую роль в фильме « ""Табор уходит в небо""Табор уходит в небо», но её получил молдаванин  ""Григорий Григориу""Григорий Григориу, а Дмитрий появился в фильме в качестве брата Рады. Его роль получилась яркой благодаря исполненным им сольно песням и сцене драки на ножах. Хотя сначала приглашён был только Дмитрий, в конечно итоге вместе с ним в фильме снялись все его братья и сёстры. Так, его восьмилетняя сестра  ""Алёна Бузылёва""Алёна исполнила цыганскую народную песню «Нанэ цоха, нанэ гад» и очень запомнилась зрителям.
После съёмок Дмитрий вместе с братьям";3
на ножах;I;"В 1930-е годы в Шанхае капитан полиции Ферберн изучал восточные техники ножевого боя, для схваток на ножах были изготовлены так называемые «шанхайские  ""боевой нож""боевые ножи» —  ""стилет""стилетообразные кинжалы из переточенных винтовочных штыков (  образца 1888). В июне 1940 года британской компании « » была заказана разработка боевого ножа для спецподразделений коммандос. Свою модель кинжала, основанную на «шанхайском боевом ноже», фирме предложили Ферберн и Сайкс. Предложение было одобрено, произведён выпуск пробной партии и, после проведения испытаний, поступил заказ министерства обороны. ";2
на ножах;I;"Был женат на Ирине Евгеньевне Михальской (у неё вторым браком), от брака имели дочь — Тюлю. В  ""1940 год""1940 году вызывал на дуэль на ножах автора сценария фильма « ""Карнавальная ночь""Карнавальная ночь»  ""Поляков, Владимир Соломонович""Владимира Полякова (третьего мужа Михальской).
Фильмография
 ""1923 год в кино""1923 — Не пойман — не вор («Кандидат в президенты»)
";3
на ножах;I;"ный Верлен похищает маленького Жоржа и уносит его к матери на следующее утро Матильда обращается к своему поверенному с просьбой о возобновлении бракоразводного процесса. 18 мая. Рембо возвращается в Париж. Май-июнь. Верлен несколько раз угрожает убить Матильду. Верлен и Рембо, развлекаясь, дерутся на ножах свои раны Верлен объясняет уроками фехтования.  ""7 июля""7 июля. Верлен выходит за доктором для заболевшей Матильды и встречает Рембо они решают немедленно уехать из Парижа в Аррас, где попадают в жандармерию, которая высылает их обратно в Париже они пересаживаются на другой поезд и едут в Б";2
на ножах;I;" по ложному обвинению оказывается в тюрьме, а Пола, воспользовавшись отъездом Фреда и заключением Альберта отдается Луи. Альберу удаётся доказать свою невиновность, но вернувшись домой он обнаруживает любимую в объятьях Фреда. Между Альбером и Фредом вспыхивает перебранка, которая переходит в драку на ножах. До кровопролития не доходит: приезжает полиция и всех разгоняет. По просьбе Полы, Луи помогает Альберту избежать ареста. Фред со своими дружками оказывается в тюрьме. Альберт узнает о связи Луи и Полы, но прощает друга и уступает ему Полу.
В ролях
 ""Альбер Прежан""Альбер Прежан — Альберт, м";3
на ножах;I;Если у Шрёдера и были некие творческие претензии, они затерялись в затянувшейся финальной женской разборке на ножах. Картина совершенно схематична, сюжет слепо следует традициям, хотя местами и встречаются неплохие моменты. Проблема в том, что эти отдельные вспышки не вытягивают фильм. Вы смотрите на это слегка заинтригованно, иногда усмехаясь, вместо того чтобы остаться напуганным до полусмерти — даже когда финальная схватка грозит смертельным исходом, она предсказуема.;2
на ножах;I;Фильм начинается с того, что Буч и Сандэнс возвращаются с очередного «дельца» в своё логово — долину «Дырка в стене». Здесь им сообщают, что банда выбрала нового главаря, с которым Бутчу предстоит выяснить отношения в схватке на ножах. Исход дела решается просто — Бутч ударяет своего соперника ногой в промежность, тем самым исключая его из банды.;2
на ножах;I;В убежище Джезебелс, во время празднования победы над бандой Крабса, Лэйс и Пэтч пытаются убедить банду, что предателем была Мэгги. Члены банды отказываются верить словам Лэйс, и в итоге она вступает с Мэгги в схватку на ножах. Мэгги вонзает нож в горло Лэйс и в это время в убежище врывается полиция, поджидавшая снаружи для получения оснований на возбуждение против банды серьёзного дела. Во время ареста, все участницы банды гордо называют себя членами Джезебелс, но когда Пэтч называет себя также одной из Джезебелс, остальные отрицают её принадлежность к ним. Когда покрытую кровью Мэгги затаски;2
на ножах;I;", 1985—1986), продолжила обновление-реинтерпретацию  ""Бэтмен""Бэтмена. Эта минисерия, написанная и проиллюстрированная Фрэнком Миллером, представила  ""Бэтмен""Бэтмена из альтернативного-непреемственного будущего вернувшимся из отставки. Эта серия изобразила героя как одержимого самосудца, обязательно на ножах с представителями официально-социальной власти это показали и отношения между  ""Бэтмен""Бэтменом и комиссаром полиции в отставке  ""Джеймс Гордон""Джеймсом Гордоном, и символический бой между Тёмным рыцарем и  ""Супермен""Суперменом, ныне агентом-тайным оружием правительства США. И , и     были ";2
на ножах;I;"я дочь главы Деревни Воюющих Рыб, деревни рыбаков с острова Тоба, иногда промышляющих пиратством, обладает бойким характером и возглавляет пиратские рейды, в которых старается обходиться без лишних жертв. В бою носит  ""ламеллярный доспех""ламеллярную кирасу и копьё, также хорошо обращается с  ""катана""катаной и ловко бросает абордажный крюк, при атаке находится в первых рядах, на носу лодки. Мечтает найти мясо русалки, чтобы исцелить своего тяжело больного отца. Имеет младших брата и сестру. Находится «на ножах» с Исаго, но до открытого столкновения не доходит. Втайне мечтает выйти замуж за Юту.";2
на ножах;I;"ежнева и  ""Громыко, Андрей Андреевич""Громыко была исключительно неподходящая для интересов страны. Ведь не может быть вход в Афганистан подходящим делом, не может быть подавление Чехословакии подходящим делом в интересах советского общества, не может быть эта гонка вооружений, не может быть конфронтация не только с американцами, но и со всем миром фактически. Потому что мы и с Китаем были на ножах, и с исламскими государствами на ножах, и с Израилем на ножах, что для нас было тоже довольно серьезным ударом…
….Как во время перестройки воспринимали Советский Союз? Это же было одно удовольствие.
";3
на ножах;I;"20 декабря 1808 года французы, под начальством  ""Монсей, Жанно де Монсей, Бон Андре""Монсея, а потом  ""Ланн, Жан""Ланна, снова осадили Палафокса в Сарагосе. На все предложения сдаться Палафокс по-прежнему отвечал: «Война на ножах», но усиленные труды расстроили его здоровье. 10 февраля 1809 года он заболел и передал начальство над гарнизоном генералу  ""Сен-Марк, Фелипе Аугусто""Сен-Марку, который и сдал 20 февраля полуразрушенный город французам.";2
на ножах;I;"Тем временем, в январе 1483 года вступил в брак и наследник престола, Иван Иванович Молодой. Его женой стала дочь господаря Молдавии  ""Стефан  Великий""Стефана Великого  ""Елена Стефановна""Елена Волошанка, немедленно оказавшаяся со свекровью «на ножах». 10 октября 1483 года у них родился сын  ""Дмитрий Иванович Внук""Дмитрий. После присоединения Твери в 1485 году Иван Молодой назначается отцом тверским князем в одном из источников этого периода Иван  и Иван Молодой именуются «самодержцами Русской земли». Таким образом, в течение всех 1480-х годов положение Ивана Ивановича как законного наследника ";2
на ножах;I;"Памятный для русских 1794 год застал Цицианова в  ""Гродно""Гродно, где, по его выражению, «он стоял с полком, как на ножах», потому что в крае с минуты на минуту ожидали восстания. Кровавая резня, известная под именем Варшавской заутрени, нашла себе отголосок в  ""Вильно""Вильно и в Гродно. В первом из этих городов войска были застигнуты врасплох и понесли немало утрат, но в Гродно мятеж совершенно не удался.

И. И. Беллярминов, «Элементарный курс всеобщей и русской истории»:
";3
на ножах;L;Фильм начинается с того, что Буч и Сандэнс возвращаются с очередного «дельца» в своё логово — долину «Дырка в стене». Здесь им сообщают, что банда выбрала нового главаря, с которым Бутчу предстоит выяснить отношения в схватке на ножах. Исход дела решается просто — Бутч ударяет своего соперника ногой в промежность, тем самым исключая его из банды.;2
на ножах;L;Если у Шрёдера и были некие творческие претензии, они затерялись в затянувшейся финальной женской разборке на ножах. Картина совершенно схематична, сюжет слепо следует традициям, хотя местами и встречаются неплохие моменты. Проблема в том, что эти отдельные вспышки не вытягивают фильм. Вы смотрите на это слегка заинтригованно, иногда усмехаясь, вместо того чтобы остаться напуганным до полусмерти — даже когда финальная схватка грозит смертельным исходом, она предсказуема.;2
на ножах;L;" по ложному обвинению оказывается в тюрьме, а Пола, воспользовавшись отъездом Фреда и заключением Альберта отдается Луи. Альберу удаётся доказать свою невиновность, но вернувшись домой он обнаруживает любимую в объятьях Фреда. Между Альбером и Фредом вспыхивает перебранка, которая переходит в драку на ножах. До кровопролития не доходит: приезжает полиция и всех разгоняет. По просьбе Полы, Луи помогает Альберту избежать ареста. Фред со своими дружками оказывается в тюрьме. Альберт узнает о связи Луи и Полы, но прощает друга и уступает ему Полу.
В ролях
 ""Альбер Прежан""Альбер Прежан — Альберт, м";3
на ножах;L;"ный Верлен похищает маленького Жоржа и уносит его к матери на следующее утро Матильда обращается к своему поверенному с просьбой о возобновлении бракоразводного процесса. 18 мая. Рембо возвращается в Париж. Май-июнь. Верлен несколько раз угрожает убить Матильду. Верлен и Рембо, развлекаясь, дерутся на ножах свои раны Верлен объясняет уроками фехтования.  ""7 июля""7 июля. Верлен выходит за доктором для заболевшей Матильды и встречает Рембо они решают немедленно уехать из Парижа в Аррас, где попадают в жандармерию, которая высылает их обратно в Париже они пересаживаются на другой поезд и едут в Б";2
на ножах;L;"Был женат на Ирине Евгеньевне Михальской (у неё вторым браком), от брака имели дочь — Тюлю. В  ""1940 год""1940 году вызывал на дуэль на ножах автора сценария фильма « ""Карнавальная ночь""Карнавальная ночь»  ""Поляков, Владимир Соломонович""Владимира Полякова (третьего мужа Михальской).
Фильмография
 ""1923 год в кино""1923 — Не пойман — не вор («Кандидат в президенты»)
";3
на ножах;L;"Часто на ножах для подводного плавания встречается  ""Серрейтор""серрейторная заточка,  ""пила""пила, а иногда — отвёртка (вместо острия), ножницы.";2
на ножах;L;90 году в семейной кузнеце в маленькой деревушке Альбеле-Вье, близ Сан-Жанде-Моринне в Савойе Жозефом Опинелем был создан первый складной нож  . В 1897 году была создана серия из 12 ножей. В 1900 году в Понт де Жевудаз (  ?) Жозеф Опинель создаёт свой первый завод по производству ножей. В 1909 году на ножах появляется фирменное клеймо с коронованной благословляющей рукой. В 1911 году   получил золотую медаль на на международной выставке «Альпайн» в Турине. В 1914 году началось серийное производство ножей. В 1915 году завод переезжает в Шамбери. В 1927 году завод заново открыт после крупного по;3
на ножах;L;держать Запад. И хотя Отани знал, что это будет провалом, он не мог отбросить прочь свою связь с Исидой и потому вместе со своими сыновьями вступил в Западную Коалицию. Но другая история гласит, что жена Санады Масаюки была в заложниках у Западной Коалиции. Связанный с семьей Санады узами родства, он был вынужден согласиться на союз ради безопасности этой женщины. По ещё одной версии, Отани был на ножах с Укитой Хидэиэ, и хотел присоединиться к Иэясу, лишь бы не сталкиваться с ним. Узнав об этом, Мицунари выступил как посредник в примирении обеих сторон, что и заставило Ёсицугу поддержать его.;2
на свою голову;I;" ""Геолог""Геолог и  ""сапёр""сапёр однако рытьё земли — не только его  ""профессия""профессия, но и  ""хобби""хобби. Одержимый желанием доказать окружающим свою значимость, постоянно и усердно что-нибудь ищет, но находит в основном неприятности на свою голову, тем самым только подтверждая свою репутацию самого бестолкового из конструктиконов.  Девиз: «Каждый чего-нибудь да сто?ит — даже я!»";2
на свою голову;I;сы, главная мечта которой — зачисление в военный легион Белории. Утверждает, что родилась в простой селянской семье отставного военного. Однако с основными селянскими обязанностями типа готовки пищи, стирки и штопки белья справляется на удивление плохо. На самом деле дочь командующего пограничными Винессы. Отец хотел сына, но была дочь, и он научил её вонному делу, на свою голову сообразив, что девушке нужно быть хранительницей домашнего очага и рассылает портреты женихам, после этого Орсана убегает. Прекрасно говорит по-белорски. В моменты волнения переходит на винесский язык. Подруга Вольхи.;2
на свою голову;I; Джимми (хотя за это звание соперничает с Элоизой). Полная противоположность своего отца. Добродушный, бесхитростный, слегка трусливый увалень, совершенно не приспособленный к самостоятельной жизни. По сути своей, Бизи — большой, невоспитанный ребёнок. Часто переоценивает свои возможности и находит на свою голову множество неприятностей. Как единственный сын, Бизи является наследником Люциуса, однако он слишком ленив, боится ответственности, и совершенно не разделяет идеалы отца. В принципе, не способен ни о ком заботиться. Люциус изредка пытается воспитывать непутёвого сына, однако у него мал;2
на свою голову;I;Тарталья с Труффальдино благополучно спасаются бегством, а великанша Креонта в отчаянии призывает на свою голову громы и молнии. Её мольбы услышаны: с неба падает молния и испепеляет великаншу.;2
на свою голову;I;"ый молодой из автоботов.  При первом знакомстве производит комическое впечатление: это довольно нелепый и восторженный юнец, своего рода цельнометаллический  ""тинейджер""тинейджер, который пока ещё мало что может и умеет, но переполнен энтузиазмом и жаждет самоутвердиться. Постоянно ищет приключений на свою голову. Воин он неважный, но, желая показать себя, всегда рвётся в бой одним из первых, причём обычно выбирает противников намного крупнее и сильнее себя. Естественно, всегда бывает бит, но никаких полезных уроков для себя не извлекает, и в следующем бою повторяется то же самое, или даже хуж";2
на свою голову;I;На тренировке Кузю назвали Жмотярой за то, что он все время жадничает и ни с кем ничем не делится. Кузя грустный возвращается в общагу за поддержкой друзей, но там свои проблемы. Саша случайно обидел Таню, а Аллочка на свою голову решает проверить, действительно ли ее кто-нибудь любит.;2
на свою голову;I;Фильм рассказывает о группе подростков, ищущих приключения на свою голову. Они садятся пьяными за руль, принимают наркотики, просто одержимы сексом и всегда готовы кого-нибудь избить.;2
на свою голову;I;Но его приключения только начинаются… Вскоре Райан знакомится с симпатичной соседкой Коэнов Марисой (Миша Бартон), чья мать (Мелинда Кларк) вечно «строит» отца девушки (Тейт Донован). Райан же оказывается уникумом в плане нахождения проблем на свою голову. Начиная от постоянных драк с парнем Марисы Люком (Крис Кармак) и заканчивая поджогом дома. Что ни день — то приключения! Но Коэны не собираются избавляться от Райана. В особенности Сет, который своим первым фингалом и дракой, благодаря Райану, ознаменует новый этап своей жизни. Он начинает выходить в свет и знакомится ближе со своей тайной л;2
на свою голову;I;" вне этой жизни. Те, кто ни хороши, ни плохи, спят спокойным сном без сновидений, тогда как безнравственные пропорционально своей порочности терпят угрызения совести в кошмаре, длящемся годами: их мысли становятся живыми существами, их порочные страсти — реальной субстанцией, и они получают обратно на свою голову всё то зло, которое они причиняли другим. Действительность и факт, если их описать, дали бы гораздо более страшный ад, нежели  ""Данте""Данте мог вообразить.
Он утверждает, что все, кто не погряз в трясине неискупаемых грехов и скотства, идут в дэвачан. Они должны будут уплатить за все ";3
на свою голову;I;После того, как Мелькор убил Финвэ и похитил Сильмариллы, Карантир вслед за своим отцом Феанором и вместе с остальными братьями принёс (в 1495 году по валинорскому летосчислению) в Тирионе Клятву именем Илуватара, призывая на свою голову Извечную Тьму, если не сдержат её, и взяв в свидетели Манвэ, Варду и благую гору Таникветил, поклявшись ненавидеть и преследовать любого, кто завладеет, получит или укроет от Феанора и его наследников Сильмариллы. Затем Карантир вместе с остальным войском нолдор ушёл в Средиземье (вероятно, принимал участие в Резне в Альквалондэ, но определённого упоминания от;3
на свою голову;I;"Можно смело добавить, что этот вид амулета несет в себе и темную сторону. Так, например, если вы его потеряете, то ждите бед и несчастий на свою голову. Афро-американцы особенно пугались, когда теряли такой талисман, об этом свидетельствуют старые записи, сделанные еще в 18 веке.
Вера в приносящую удачу кроличью лапку в североамериканском фольклоре, где легенда получила наибольшее распространение, может вести своё начало от афроамериканской народной магии, известной как  ""худду""худду. Есть несколько условий и вариаций на тему того, каким условиям должна отвечать кроличья лапка, чтобы она прино";3
на свою голову;I;Наказание прощенного уже, но вновь согрешившего грешника, при том же наказании его не только за новый грех, но и за все прежние, покрытые уже прощением грехи, доказывает, что прощение грехов в этой жизни не дается безусловно и навсегда напротив, всякое прощение дается под условием, чтобы прощенный более не грешил. Иди и впредь не греши  . Тогда прежние грехи твои не будут вменены тебе в вину ни здесь, ни на окончательном Суде но если ты вновь начнешь грешить, то призовешь на свою голову наказание и за те грехи, за которые не был осужден и мог бы быть окончательно прощен.;2
на свою голову;I;"крытых стычек между ними дело доходит редко иногда они даже сотрудничают, хотя в глубине души презирают и ненавидят друг друга. Особенно отчётливо это проявляется в мультсериале « », где Старскрим прилагает немало усилий к тому, чтобы помешать научным изысканиям Шоквейва и тем самым дискредитировать его в глазах Мегатрона (и при этом самому остаться, по возможности, в стороне), но, как и в случаях с Мегатроном, навлекает ещё больше неприятностей на свою голову. Всё же обстоятельства, в конце концов, заставляют их действовать сообща (во всяком случае, с «Немезиды» они удирают вместе).
Видеоигры";3
на свою голову;I;"Этот « ""Барклай де Толли, Михаил Богданович""Барклай де Толли» добровольческого эпоса принял на свою голову всю ту злобу и раздражение, которые накапливались в атмосфере жестокой борьбы. К несчастью, характер Ивана Павловича способствовал усилению неприязненных к нему отношений. Он высказывал прямолинейно и резко свои взгляды, не облекая их в принятые формы дипломатического лукавства. Вереницы бывших и ненужных людей являлись ко мне со всевозможными проектами и предложениями своих услуг: я не принимал их мой отказ приходилось передавать Романовскому, который делал это сухо, не раз с мотивировко";3
на свою голову;I;"Что могут сделать два не очень везучих специалиста по оздоровлению природной среды, чтоб заработать? Можно поработать, а можно и на распродаже что-нибудь интересное найти. Вот Арнольд и Грегор нашли на свою голову инопланетный универсальный производитель. В результате чуть было не вылетели в трубу!
Ричард Грегор сидел за столом в пыльном кабинете фирмы ААА-ПОПС — Астронавтическое антиэнтропийное агентство по оздоровлению природной среды — и раскладывал пасьянс. В холле раздался шум и топот, затем что-то упало. Дверь приоткрылась и Арнольд, партнер Грегора, заглянул внутрь.
-  Я  только  что  с";3
на свою голову;L;ача. С одной стороны, коронация была нужна для укрепления власти, поэтому её надо провести «по всей форме». С другой стороны, из политических соображений было совершенно недопустимо, чтобы папа римский короновал Карла, поскольку получалось, что папа выше императора: раз папа дал корону, он может когда-нибудь и забрать её. Возникла сложная ситуация: Карл должен быть коронован папой римским, чтобы соблюсти ритуал, и не должен, чтобы не оказаться в зависимости от духовенства. Карл Великий нашёл оригинальный выход: в момент коронации он выхватил корону из рук папы и сам водрузил её на свою голову.;2
на свою голову;L;Т. Э. Лоуренс: Я буду в Акабе. Вот это — предначертано. (Показывает на свою голову). Предначертано здесь.;2
на свою голову;L;"обновлению войны в 1803 году, а в следующем году он провозгласил себя императором для чего в  ""Собор Парижской Богоматери""Соборе Парижской Богоматери была устроена пышная церемония. На коронацию был приглашён папа римский, однако Наполеон в последнюю минуту взял корону из рук папы и сам возложил её на свою голову. Он стремился к увеличению своей власти и тяготел к имперскому статусу, получая поддержку общества на своем пути реформирования государства и его институтов.  ""Первая Французская империя""Французская империя (или Империя Наполеона) (существовавшая в период 1804–1814 гг.) характеризуетс";3
на свою голову;L;"дочь высшего бога Адада, положила конец нападениям демона, наполнив морской водой расщелину в которой он жил. Приходящий в Мабогу брил себе голову и брови. Принеся в жертву овцу, он разрывал на куски мясо и устраивал пир. Шкуру расстилал на земле, становился на колени, голову и ноги жертвы возлагал на свою голову в то же время заклинал богов принять его жертву, обещая в будущем принести ещё лучше. После чего он увенчивался венками. ()
Загробная жизнь
Представление о загробной жизни у хеттеев соприкасались с египетскими. Недалеко от города Башаць-кай найден некрополь. В скале расщелина, из нее ";3
на свою голову;L;и послышался треск от случайно сломавшихся скамей. Сенаторы приняли этот треск за начало возмущения и, схватив в руки первые попавшиеся тяжёлые предметы, выбежали на площадь. Народ расступился толпа сенаторов прямо направилась к трибуну. Среди происшедшего шума Гракх не мог говорить и рукой показал на свою голову в знак того, что ему угрожает опасность. Этот жест тотчас же объяснили, как требование царской диадемы, и народ (не сельское население, а городской пролетариат, не заинтересованный в судьбе Гракхова закона) совершенно отступился от трибуна. Тиберий Гракх пытался бежать, но оступился и;2
на свою голову;L;"еофана, император Лев на короткое время показал себя благочестивым и любителем Богородицы и монахов. Лишь незадолго до смерти он вновь изменился и возобновил гонения на иконопочитателей. Вскоре после этого  ""карбункул""карбункулы покрыли его голову, он впал в жестокую горячку и умер. Причиной заболевания, согласно хронологии Феофана, стало его желание обладать  ""корона""короной  ""Маврикий (император)""Маврикия, которая была погребена вместе с телом императора  ""Ираклий ""Ираклия. Корона была извлечена из могилы и Лев, надев её на свою голову, якобы получил отравление от  ""Трупные яды""трупного яда.";2
на свою голову;L;"бы, тот послал на подавление его полководца  ""Павел (герцог Септимании)""Флавия Павла, родом иберо-римлянина. Однако последний сам поднял мятеж, захватил  ""Нарбонна""Нарбонну, несмотря на все усилия епископа этого города Ардебальда противостоять ему. После чего Павел короновался там королём, возложив на свою голову золотую корону, которую в своё время король  ""Реккаред ""Реккаред пожертвовал церкви  ""Феликс из Жероны""святого Феликса в  ""Жирона""Жироне. После чего при поддержке Раносинда,  ""герцог""герцога  ""Тарраконская Испания (римская провинция)""Тарраконской Испании и Хильдигиза, на тот момент за";3
на свою голову;L;" ""15 сентября""15 сентября  ""1801 год""1801 года в  ""Успенский собор (Москва)""Успенском соборе  ""Москва""Москвы супруги были  ""Коронация""коронованы митрополитом Московским  ""Платон (Левшин)""Платоном было использовано то же  ""чинопоследование""чинопоследование коронования, что и при  ""Павел ""Павле , но отличием было то, что императрица Елизавета Алексеевна «при короновании своём не становилась пред своим супругом на колени, а стоя приняла на свою голову корону».";2
