,mwe,label,sentence,type,pred_mean,pred_cls,new_label
166,не на своем месте,L," - Да ведь я был [MASK]: Ната приехала, я и оказался лишним. ",PP,0,0,1
167,не на своем месте,L," Мне, как обыкновенно бывает после долгой отлучки, предстояло много неприятных хлопот: прозябшая квартира отогревалась плохо везде, кроме одной комнаты, примыкавшей к мастерской Истомина, под потолками держалась зелеными облаками вредная сырость окна холодно плакали и мерзли: все было [MASK], и ни к чему не хотелось притронуться. ""Прислуга"" моя, соблюдавшая до сих пор непростительную экономию в топливе, теперь, в моих же интересах, непременно хотела привести все в должный порядок двумя своими старческими руками, и оттого все у нас с нею шло ужасно медленно. Прошла неделя со дня моег",PP,1,1,1
168,не на своем месте,L,"в случайно попавшемся на чье-то имя ""похвальном листе"" было вычищено чужое имя и вставлено фальшивое имя межевого чиновника. Деятельность этой межевой партии состояла в том, что, приезжая в какое-нибудь глухое место, они начинали якобы межевать и всегда находили, что заимка богатого владельца стоит [MASK]. С полным успехом объехали они на обывательских лошадях несколько волостей Семипалатинского уезда и перебрались в Усть-Каменогорский. Опьяненные удачей, они здесь дошли до такого нахальства, что потребовали к себе волостного начальника и письмоводителя и на этом ""нарвались"". После ",PP,0,0,1
169,не на своем месте,L," Я заглянул туда. Вижу, мой Матвей, без сюртука, в одном жилете, раскидывая нескладные ноги врозь и простирая длинные руки в стороны, бегает, скачет по моему кабинету, точно ловит курицу по двору. В комнате все было [MASK]: мебель сдвинута, все раскидано, книги в куче на полу, мелкие вещи на окнах и т. д.",PP,0,1,1
170,не на своем месте,L," Она взяла его за руку и привела в комнату, где по-прежнему на дива[MASK], в своем ""доме"" лежала Диди.",PP,1,1,1
171,не на своем месте,L,балалайки в церкви? гроб [MASK]?..,PP,1,1,1
172,не на своем месте,L," -- И Орск -- романтизм,-- буркнул Петр Петрович, залезая рукой за пазуху и в нервном раздражении двинув ногой стоявшее [MASK] кресло.",PP,0,0,1
173,не на своем месте,L," Садовник, разговаривавший с Тарасом, сидел [MASK] и ушел на свое, так что подле и против Тараса были три места. Трое рабочих сели на этих местах, но, когда Нехлюдов подошел к ним, вид его господской одежды так смутил их, что они встали, чтобы уйти, но Нехлюдов просил их остаться, а сам присел на ручку лавки к проходу.",PP,1,1,1
174,не на своем месте,L," Наутро первая моя мысль была о чем-то важном. О новой одежде?.. Она лежала на своем месте, как вчера. Но многое другое было [MASK]. В душе, как заноза, лежали зародыши новых вопросов и настроений.",PP,0,0,1
217,жирно будет,I,"больше приложить усилий, а не шляться каждый Божий день на свою ненаглядную ""бетонку""! Но, хорошо, Бог с ним, завтра, может,  с него и по полной спросим (у нас - не заржавеет!), но сегодня, сегодня  -  пусть его, пусть сдает!  Нет, о ""пятерке"" говорить конечно даже не приходится, слишком уж это ему [MASK]... Да и о ""четверке"", пожалуй... Но вот удовлетворительной оценки герой наш сегодня, пожалуй что, точно заслуживает! К цыганке, так сказать, не ходи! Да и рад будет,  думаю,  ""троечке"" этой своей он так, что и не передать! Ни словами, ни на бумаге! Вот, увидите! Нет, нет, даже говорить н",VP,0,0,0
218,жирно будет,I," - Ирод ты после этого... Своей пользы не понимаешь! У Ястребова есть заявка на Мутяшке, верстах в десяти от моего прииска... Болотинка в берег ушла, ну, он пошурфовал и бросил. Знаки попадали, а настоящего ничего нет. Как-то встречаю его, разговорились, а он мне: ""Бери хоть даром болотину-то..."" А я все к ней приглядывался еще с лета: приличное местечко. В том роде, как тогда на Фотьянке. Так вот какое дело выпадает, а ты: ""[MASK]"". Своего счастья не понимаешь. Вторая Фотьянка будет, уж ты поверь моему слову...",VP,0,0,0
219,жирно будет,I," -- Эвона!.. Только-то и всего!.. Деньги отыщем! Деньги-- дело нажитое,-- утешил Гречка.-- Да хоть я, пожалуй, дам тебе! Три с полтиной-- куда ни шло! Больше не проси, потому,-- не дам: больно [MASK], а три-то могу-- значит, только чтоб на выкуп хватило.",VP,0,0,0
220,жирно будет,I," --Нет, Васька дома останется взамен Гришки. Отпущу я его на заработки! А самому небось батрака нанимать, нет, [MASK]! Они и без того денег почитай что не несут... Довольно и того, коли один Петрушка пойдет в ""рыбацкие слободы""... Ну, да не об этом толк совсем! Пойдут, стало быть, Васькины рубахи а я от себя целковика два приложу: дело ихнее-- походное, понадобится-- сапожишки купить либо другое что, в чем нужда встренется.",VP,0,1,0
221,жирно будет,I,"больше приложить усилий, а не шляться каждый Божий день на свою ненаглядную ""бетонку""! Но, хорошо, Бог с ним, завтра, может,  с него и по полной спросим (у нас - не заржавеет!), но сегодня, сегодня  -  пусть его, пусть сдает!  Нет, о ""пятерке"" говорить конечно даже не приходится, слишком уж это ему [MASK]... Да и о ""четверке"", пожалуй... Но вот удовлетворительной оценки герой наш сегодня, пожалуй что, точно заслуживает! К цыганке, так сказать, не ходи! Да и рад будет,  думаю,  ""троечке"" этой своей он так, что и не передать! Ни словами, ни на бумаге! Вот, увидите! Нет, нет, даже говорить н",VP,0,0,0
222,жирно будет,I," -- Ну, уж слуга покорный! -- огрызнулся Сарматов.-- И медведя и спектакль -- [MASK].",VP,0,0,0
223,жирно будет,I," --Так-то, так! Я и сам об этом думаю: родня не малая когда у моей бабки кокошник горел, его дедушка пришел да руки погрел... Эх ты, сердечная!-- прибавил, смеясь, рыбак.-- Сватьев не оберешься, свояков не огребешься-- мало ли на свете всякой шушеры! Всех их в дом пущать-- [MASK]!",VP,0,0,0
224,жирно будет,I," --Нет, Васька дома останется взамен Гришки. Отпущу я его на заработки! А самому небось батрака нанимать, нет, [MASK]! Они и без того денег почитай что не несут... Довольно и того, коли один Петрушка пойдет в ""рыбацкие слободы""... Ну, да не об этом толк совсем! Пойдут, стало быть, Васькины рубахи а я от себя целковика два приложу: дело ихнее-- походное, понадобится-- сапожишки купить либо другое что, в чем нужда встренется.",VP,0,1,0
225,жирно будет,I," -- Ну, уж слуга покорный! -- огрызнулся Сарматов.-- И медведя и спектакль -- [MASK].",VP,0,0,0
226,жирно будет,I," - Ирод ты после этого... Своей пользы не понимаешь! У Ястребова есть заявка на Мутяшке, верстах в десяти от моего прииска... Болотинка в берег ушла, ну, он пошурфовал и бросил. Знаки попадали, а настоящего ничего нет. Как-то встречаю его, разговорились, а он мне: ""Бери хоть даром болотину-то..."" А я все к ней приглядывался еще с лета: приличное местечко. В том роде, как тогда на Фотьянке. Так вот какое дело выпадает, а ты: ""[MASK]"". Своего счастья не понимаешь. Вторая Фотьянка будет, уж ты поверь моему слову...",VP,0,0,0
227,жирно будет,I," -- Эвона!.. Только-то и всего!.. Деньги отыщем! Деньги-- дело нажитое,-- утешил Гречка.-- Да хоть я, пожалуй, дам тебе! Три с полтиной-- куда ни шло! Больше не проси, потому,-- не дам: больно [MASK], а три-то могу-- значит, только чтоб на выкуп хватило.",VP,0,0,0
228,жирно будет,I," --Так-то, так! Я и сам об этом думаю: родня не малая когда у моей бабки кокошник горел, его дедушка пришел да руки погрел... Эх ты, сердечная!-- прибавил, смеясь, рыбак.-- Сватьев не оберешься, свояков не огребешься-- мало ли на свете всякой шушеры! Всех их в дом пущать-- [MASK]!",VP,0,0,0
229,гладить по голове,I," Естественно, что при такой официальной жесткости к перебежчикам со стороны советских властей его не могли по[MASK], несмотря на прошлые заслуги.",VP,1,0,0
230,гладить по голове,I,"Разговаривать ни с кем отчаянно не хочется, но приходится, кровь из носу, сделать еще несколько звонков: родителям Меира, которые будут пасти девчонок всю неделю, моим собственным родителям и братьям, а также парочке университетских подруг. Все они, как один, с небольшими вариациями повторяют одни и те же помпезные слова. Каждый считает себя лично причастным и стремится поддержать мой моральный дух. А мне не нужны слова, я хочу, чтобы помолчали со мною рядом, потому что родственным душам никакие слова не требуются. Довольно и того, чтобы просто по[MASK].",VP,1,0,0
231,гладить по голове,I,"- Тебя надо по[MASK], чтобы ты выпила со мной вина? - догадывается он.",VP,0,0,0
232,гладить по голове,I,"улыбкой и приветом. Я ощущал ее личность так живо, что мог говорить с ней, находясь один, без чувства странности или нелепости, но когда воспоминание повторяло ее нежный и горячий порыв, причем я не мог прогнать ощущение прильнувшего ко мне тела этого полуребенка, которого надо было, строго говоря, [MASK],- я спрашивал себя:
 -Отчего я не был с ней добрее и не поговорил так, как она хотела, ждала, надеялась? Отчего не попытался хоть чем-нибудь ее рассмешить?
 В один из своих приездов в Леге я остановился перед лавкой, на окне которой была выставлена модель парусного судна,- большое,",VP,1,1,0
233,гладить по голове,L,"десь, на дне ванны. Я хочу поехать к Оле, но не могу к ней поехать, потому что это ее тело, ее ребенок и ее выбор. Она хочет сделать все так, словно это маленькая плановая операция, ничего особенного, я ее понимаю. Милая, милая Оля, я бы хотела сегодня оказаться рядом с тобой, держать тебя за руку, [MASK], говорить  ""B""что ты, все хорошо, ты же знаешь, я тебя люблю ""B"". Я бы хотела сегодня оказаться твоей мамой, взять тебя на руки, вынести из больничной палаты, отвезти домой, уложить в постель, напоить чаем с малиной, сделать вид, что это ангина. Милая Оля, я вряд ли смогу даже подн",VP,0,0,1
234,гладить по голове,L,"зяйку. Что он любовался ею, созерцал красную шаль и казистое платье, -- это было видно из его взглядов и свидетельствовало о развитом в нем чувстве изящного. К сожалению, Акулине Ивановне некогда было обратить внимание на эту кошачью любезность и вознаградить за нее Ваську куском говядины или хотя по[MASK]. Недоумения ее кончились, она решилась поступить точно так же, как поступала всегда в подобных случаях: если нельзя идти со двора, то очень можно побывать на дворе нельзя оставить дом, но выйти из кухни никто не мешает. Дело в том, что необходимо ""людей посмотреть, себя показать"".",VP,1,1,1
235,гладить по голове,L,"PЯ метнулся назад к матери, обнял, стал судорожно [MASK].P",VP,1,0,1
236,гладить по голове,L,"-- Нечего, нечего [MASK]! -- шипел юный змееныш, -- мамаша! он меня дерет за то, что я его поймал с Наденькой.",VP,0,0,1
237,гладить по голове,L," Царь молчал и задумчиво продолжал [MASK] своего молодого любимца. Наконец, он как бы очнулся и сказал с мрачной усмешкой:",VP,0,1,1
238,гладить по голове,L," И действительно, сидя рядом с молодым человеком, Малова в разговоре несколько раз похлопала его по плечу по-товарищески. А затем, говоря, что он хороший человек, вдруг погладила его рукой по лицу, потрепала по обеим щекам, как маленького ребёнка. Наконец, стала [MASK].",VP,1,1,1
239,гладить по голове,L,"зяйку. Что он любовался ею, созерцал красную шаль и казистое платье, -- это было видно из его взглядов и свидетельствовало о развитом в нем чувстве изящного. К сожалению, Акулине Ивановне некогда было обратить внимание на эту кошачью любезность и вознаградить за нее Ваську куском говядины или хотя по[MASK]. Недоумения ее кончились, она решилась поступить точно так же, как поступала всегда в подобных случаях: если нельзя идти со двора, то очень можно побывать на дворе нельзя оставить дом, но выйти из кухни никто не мешает. Дело в том, что необходимо ""людей посмотреть, себя показать"".",VP,1,1,1
240,гладить по голове,L," -- Подем, подем,-- говорил он.-- Видно, что помочь... А ты не реви, дурашка...-- Он подошел к Павлуше и протянул было к нему свою длинную руку, с намерением по[MASK] но Павлуша испугался и отскочил в сторону, с плаксивым и робким взглядом.",VP,1,0,1
241,гладить по голове,L," Слезы полились из глаз молодого рыцаря, и он разрыдался. А король склонился над ним, поцеловал его в лоб, стал [MASK] и утешать:",VP,1,1,1
242,гладить по голове,L,"  ""B""-- Ты знаешь, я совершенно не чувствую в нем мужчины, -- говорила она иногда с веселым недоумением Аркадию. -- Вот он сидит со мной, и я могу его, как брата, [MASK] и даже класть голову на колени.",VP,1,0,1
243,гладить по голове,L," 	Некоторое время Детин молчал. Любава ждала все спокойнее. Ранее он казался ей монолитом, глыбой, стеной, а теперь вот проявил слабость. Захотелось его приласкать, по[MASK], поцеловать в губы первой.",VP,1,1,1
244,гладить по голове,L," Но незнакомец, по-видимому, и не думал бояться собаки. Несмотря на то, что Джек угрожающе скалил зубы, господин старался схватить его за ошейник. Это, правда, ему не удалось, но он успел несколько раз по[MASK] ворчавшего на него Джека.",VP,1,1,1
245,за пояс заткнут,I,"ачнется настоящее неисходное вдовье горе. Происходя из духовного звания, она хоть и смутно, но понимала, что мальчикам без ""науки"" не прожить. У нее было четыре брата, из которых двое уж кончили курс в семинарии, а двое еще учились было две сестры замужем за священниками (одна даже в губернском городе), которые тоже считали себя причастными науке. Сам отец Марей хоть и позабыл многое, а все-таки в свое время кончил в семинарии курс, а иногда и теперь рисковал просклонять: ,  и т. д. Да и она была грамотная, и по части церковной и даже гражданской печати могла хоть кого угодно [MASK]ь.",VP,1,1,0
246,за пояс заткнут,I,"ачнется настоящее неисходное вдовье горе. Происходя из духовного звания, она хоть и смутно, но понимала, что мальчикам без ""науки"" не прожить. У нее было четыре брата, из которых двое уж кончили курс в семинарии, а двое еще учились было две сестры замужем за священниками (одна даже в губернском городе), которые тоже считали себя причастными науке. Сам отец Марей хоть и позабыл многое, а все-таки в свое время кончил в семинарии курс, а иногда и теперь рисковал просклонять: ,  и т. д. Да и она была грамотная, и по части церковной и даже гражданской печати могла хоть кого угодно [MASK]ь.",VP,1,1,0
247,за пояс заткнут,I,- А слабо вам майора [MASK]ь?,VP,0,0,0
248,за пояс заткнут,I," Он решил действовать. У него был служитель Жендзян, шляхтич из Подлясья, мальчик лет шестнадцати, но пройдоха каких мало, который мог бы [MASK]ь какого угодно старого шельмеца Скшетуский решил отправить его к Елене -- на разведку. Февраль кончался, дожди прошли, март обещал быть более погожим, и дороги должны были немного поправиться. Жендзян собирался в путь. Пан Скшетуский снабдил его письмом, бумагой, чернилами и перьями и велел их беречь как зеницу ока, так как помнил, что в Розлогах ничего этого нет. Мальчику приказано было не говорить, от кого он и зачем приехал. Пусть скажет, ",VP,0,0,0
249,за пояс заткнут,I," Он решил действовать. У него был служитель Жендзян, шляхтич из Подлясья, мальчик лет шестнадцати, но пройдоха каких мало, который мог бы [MASK]ь какого угодно старого шельмеца Скшетуский решил отправить его к Елене -- на разведку. Февраль кончался, дожди прошли, март обещал быть более погожим, и дороги должны были немного поправиться. Жендзян собирался в путь. Пан Скшетуский снабдил его письмом, бумагой, чернилами и перьями и велел их беречь как зеницу ока, так как помнил, что в Розлогах ничего этого нет. Мальчику приказано было не говорить, от кого он и зачем приехал. Пусть скажет, ",VP,0,0,0
250,за пояс заткнут,I,- А слабо вам майора [MASK]ь?,VP,0,0,0
251,за пояс заткнут,L, -- Зачем в зубы? -- рассмеялся Шумский.-- Ведь мы будем не в костюме праотца Адама! Третий можно [MASK]ь.,VP,0,0,1
252,за пояс заткнут,L, -- Зачем в зубы? -- рассмеялся Шумский.-- Ведь мы будем не в костюме праотца Адама! Третий можно [MASK]ь.,VP,0,0,1
253,каши не свариш,I," ""А черт с ним, с этим Приваловым, в самом-то деле, - раздумывала наедине Заплатина под влиянием только что полученной неприятности от своей пансионской подруги. - Пожалуй, с ним только даром время проведешь, а [MASK]ь...""",VP,0,0,0
254,каши не свариш,I,"злобная выходка. Однажды вечером он пришел таким образом к ней, повинуясь её приказанию когда она беспорядочно перемешивала поцелуи и страстные восклицания, составлявшие такой резкий контраст с ее обычной холодностью, Свану показалось вдруг, будто раздался шум: он встал, осмотрел все кругом, никого не нашел, но не имел мужества снова занять место подле нее тогда, в припадке бешенства, Одетта разбила вазу и сказала Свану: ""Никогда с тобой [MASK]ь!"" Он так и остался в неуверенности, не спрятала ли она в комнате человека, в котором хотела вызвать муки ревности или распалить чувственность.",VP,1,1,0
255,каши не свариш,I," вот это проклятое девичество все поперек горла стоит"". Дальше Половодов задумался о дамах узловского полусвета, но здесь на каждом шагу просто была мерзость, и решительно ни на что нельзя было рассчитывать. Разве одна Катя Колпакова может иметь еще временный успех, но и это сомнительный вопрос. Есть в Узле одна вдова, докторша, шустрая бабенка, только и с ней [MASK]ь. ""Ну, да это пустяки: было бы болото - черти будут, - утешал себя Половодов он незаметно для себя пил вино стакан за стаканом и сильно опьянел. - А вот дядюшка - это в своем роде восьмое чудо света... Ха-ха-ха!.. Перл...""",VP,0,0,0
256,каши не свариш,I,"P- С вами [MASK]ь, - горько улыбнулась Катя.P",VP,0,0,0
257,каши не свариш,I," - С вами [MASK]ь! Мы когда есть будем, ночью, что ли? - Олег быстро зашагал в сторону нашего убежища. ",VP,0,0,0
258,каши не свариш,I," -- Да, нигилисты,-- подтвердил Полояров,-- Они!.. Все они это!.. Дрянной народишко, никак с ним [MASK]ь!.. Уж на что в нашей ассоциации, устроил было я им коммуну, и все это, понимаете, прекрасно так, образцово, на разумных экономических началах... тут и ассоциация труда, и самопомощь, и круговая порука, артель и равноправие, и все такое...",VP,0,0,0
546,под каблуком,I," -- Да, но смотри не суди об этой барыне по Григорию Васильевичу, у этой [MASK] больше ума, чем у ее брата во лбу. Горданова ты тоже знаешь? -- И генерал вскинул острый взгляд на Андрея Парфеновича. ",PP,0,0,0
547,под каблуком,I,"ати в полный рост, в парадном облачении и при всех регалиях рядом с ним была изображена его супруга, вся в шелках и горностае -- надменная красавица с гордым взглядом, выражавшим все высокомерие рода Дугласов, к которому она принадлежала. Как ни старался живописец, но, то ли подчиняясь действительности, то ли из тайного чувства юмора, он не сумел, придать изображению сэра Эштона тот вид повелителя и господина, внушающего всем почтение и страх, который приличествует главе дома. Несмотря на золотые пуговицы и булаву, с первого взгляда было ясно, что лорд-хранитель находится [MASK] у жены. ",PP,0,1,0
548,под каблуком,I," -- Да, но смотри не суди об этой барыне по Григорию Васильевичу, у этой [MASK] больше ума, чем у ее брата во лбу. Горданова ты тоже знаешь? -- И генерал вскинул острый взгляд на Андрея Парфеновича. ",PP,0,0,0
549,под каблуком,I," -- Простыли! -- сердито передразнил ее Гирдер, не принадлежавший к числу мужей, которых жены держат [MASK]. -- Простынешь тут, раз вы не пускаете нас к огню. ",PP,1,1,0
550,под каблуком,I,"ти в полный рост, в парадном облачении и при всех регалиях; рядом с ним была изображена его супруга, вся в шелках и горностае -- надменная красавица с гордым взглядом, выражавшим все высокомерие рода Дугласов, к которому она принадлежала. Как ни старался живописец, но, то ли подчиняясь действительности, то ли из тайного чувства юмора, он не сумел, придать изображению сэра Эштона тот вид повелителя и господина, внушающего всем почтение и страх, который приличествует главе дома. Несмотря на золотые пуговицы и булаву, с первого взгляда было ясно, что лорд-хранитель находится [MASK] у жены. ",PP,0,1,0
551,под каблуком,I,"<dd>&nbs&nbs -- Простыли! -- сердито передразнил ее Гирдер, не принадлежавший к числу мужей, которых жены держат [MASK]. -- Простынешь тут, раз вы не пускаете нас к огню. ",PP,0,0,0
552,под каблуком,L,"бра. На руках носили браслеты, называвшиеся белезеками, или обручиками. Девушки носили на голове перевязки с медными вызолоченными гвоздиками и золотой бахромой кругом волосы заплетали в косы, и в косы вплетали яркие ленты и мохры. Замужние женщины носили кички с высокими рогами. Против лба надевался вышитый круг и от лба до ушей были подвески. Сзади был подзатыльник, весь убранный золотом, серебром и бисерными нитками. На висках были такие же нитки, называемые чикилеками. На шее носили ожерельники из монет и монисты. На ногах были красные сапожки с железными подковками в вершок, [MASK].",PP,1,1,1
553,под каблуком,L," -- Да так! Нос, как есть нос! Ей-Богу!.. Больно уж, значит, окрысился. Как захватил его, среди горячей трепки, зубами, так и отмахнул по самый хрящик!.. Пожевал, пожевал, да и выплюнул. -- Это со злости-то... Каков? Думали уж было мы пришить бы ей как-нибудь кончик-то, да ничего не поделаешь, никак не возможно, потому в сумятице-то этой как-то нечаянно его [MASK] раздавили -- вконец негоден стал... Так и осталась без носу... Ну, а в таком виде, сами согласитесь, что же ей в Петербурге-то делать? И поневоле должна была к мужу в Славнобубенск вернуться.",PP,1,1,1
554,под каблуком,L," уже обессиленные и онемевшие. Это длилось долго, но когда стали видны темные горы берега -- всё пошло с невыразимой быстротой. Качаясь, они подвигались к нам, наклонялись над водой, готовые опрокинуться на головы наши,-- раз, раз -- подкидывают белые волны наши тела, хрустит наша барка, точно орех [MASK] сапога, я оторван от нее, вижу изломанные черные ребра скал, острые, как ножи, вижу голову отца высоко надо мною, потом -- над этими когтями дьяволов. Его поймали часа через два, с переломанной спиною и разбитым до мозга черепом. Рана на голове была огромная, часть мозга вымыло из нее, ",PP,1,1,1
555,под каблуком,L,"ра. На руках носили браслеты, называвшиеся белезеками, или обручиками. Девушки носили на голове перевязки с медными вызолоченными гвоздиками и золотой бахромой кругом; волосы заплетали в косы, и в косы вплетали яркие ленты и мохры. Замужние женщины носили кички с высокими рогами. Против лба надевался вышитый круг и от лба до ушей были подвески. Сзади был подзатыльник, весь убранный золотом, серебром и бисерными нитками. На висках были такие же нитки, называемые чикилеками. На шее носили ожерельники из монет и монисты. На ногах были красные сапожки с железными подковками в вершок, [MASK].",PP,1,1,1
556,под каблуком,L,"ис шел по направлению к анатомическому театру большими гимнастическими шагами, засунув руки в карманы летнего пальто (обыкновение носить зимою летнее пальто он перенял у князя Белого, который в этом случае тоже подражал гвардейским офицерам). Его радовало и ясное утро, и чувство бодрости и здоровья во всех членах, и веселое, звонкое поскрипывание снега под ногами. В иных местах упругий снег так плотно слежался, что звенел [MASK], точно чугунная плита. Порою Бориса обгоняли извозчичьи сани, визжа полозьями, но он не хотел садиться -- на ходьбу Борис смотрел, как на физическое упражнение. ",PP,1,1,1
557,под каблуком,L," Наконец все возвратились на двор замка. Бронзовые круглые доски, затычки вроде плоских вьюшек прикрывали разбросанные там и сям цистерны. Проконсул заметил одну из этих досок, которая была шире других и глуше звенела [MASK]. Он поочередно постукал по всем -- и вдруг затопал ногами, заревел неистово:",PP,1,1,1
558,под каблуком,L," обессиленные и онемевшие. Это длилось долго, но когда стали видны темные горы берега -- всё пошло с невыразимой быстротой. Качаясь, они подвигались к нам, наклонялись над водой, готовые опрокинуться на головы наши,&nbs-- раз, раз -- подкидывают белые волны наши тела, хрустит наша барка, точно орех [MASK] сапога, я оторван от нее, вижу изломанные черные ребра скал, острые, как ножи, вижу голову отца высоко надо мною, потом -- над этими когтями дьяволов. Его поймали часа через два, с переломанной спиною и разбитым до мозга черепом. Рана на голове была огромная, часть мозга вымыло из нее, ",PP,1,1,1
559,под каблуком,L,"ис шел по направлению к анатомическому театру большими гимнастическими шагами, засунув руки в карманы летнего пальто (обыкновение носить зимою летнее пальто он перенял у князя Белого, который в этом случае тоже подражал гвардейским офицерам). Его радовало и ясное утро, и чувство бодрости и здоровья во всех членах, и веселое, звонкое поскрипывание снега под ногами. В иных местах упругий снег так плотно слежался, что звенел [MASK], точно чугунная плита. Порою Бориса обгоняли извозчичьи сани, визжа полозьями, но он не хотел садиться -- на ходьбу Борис смотрел, как на физическое упражнение. ",PP,1,1,1
560,под каблуком,L," -- Да так! Нос, как есть нос! Ей-Богу!.. Больно уж, значит, окрысился. Как захватил его, среди горячей трепки, зубами, так и отмахнул по самый хрящик!.. Пожевал, пожевал, да и выплюнул. -- Это со злости-то... Каков? Думали уж было мы пришить бы ей как-нибудь кончик-то, да ничего не поделаешь, никак не возможно, потому в сумятице-то этой как-то нечаянно его [MASK] раздавили -- вконец негоден стал... Так и осталась без носу... Ну, а в таком виде, сами согласитесь, что же ей в Петербурге-то делать? И поневоле должна была к мужу в Славнобубенск вернуться.",PP,1,1,1
561,под каблуком,L,"<dd>&nbs&nbs Наконец все возвратились на двор замка. Бронзовые круглые доски, затычки вроде плоских вьюшек прикрывали разбросанные там и сям цистерны. Проконсул заметил одну из этих досок, которая была шире других и глуше звенела [MASK]. Он поочередно постукал по всем -- и вдруг затопал ногами, заревел неистово:",PP,1,0,1
562,удар ниже пояса,I,"шие, но стоило Екатерине Вилоровне заикнуться о посещении Мавзолея, как тон резко изменился. Степаненко с удивлением выслушивала односложные, на грани невежливости, отрицательные ответы: ""нет..."" ""невозможно..."" ""не могу..."" ""не знаю..."" Раздосадованная директриса не отступала: громоздила вопрос на вопрос, нажимала, отказывалась обижаться и прекращать разговор, а в итоге даже нанесла [MASK], напомнив неблагодарной подруге о том, как всего год назад в течение недели принимала в Питере ее пятнадцатилетнего недоросля - может, и не по первому разряду, но все-таки тоже не совсем на халяву.",NP,0,0,0
