,mwe,label,sentence
625,get_sack,I,"Even then I felt guilty about it, and felt I should give the money back.’"
626,get_sack,Q,got the sack!
627,get_sack,L,Now  tomorrow  we've got to get a sack of potatoes.
628,get_sack,Q,Oh no don't tell me he ain't got the sack.
629,get_sack,I,"I think, I think it was more he thought if he didn't do his clearing up he might get the sack, so"
630,get_sack,Q,He got the sack
631,get_sack,Q,"Maybe you know that one, cos he got the sack."
632,get_sack,Q,"Oh well, gonna get the sack I am."
633,get_sack,Q,got  he got the sack.
634,get_sack,Q,"otherwise he'll get the sack, and I says   John  I says it's all ."
635,get_sack,Q,Did you not get the sack?
636,get_sack,Q,"How, how do you get the sack?"
637,get_sack,I,Did you get the sack or did you just pack it in?
638,get_sack,L,get sacks and put them all in get them all recycled.
639,get_sack,Q,Has got the sack
640,get_sack,Q,If the person that's got the sack doesn't make the claim but the other person claims then it doesn't affect them either.
641,get_sack,I,And his girlfriend got the sack from her job not too long ago.
642,get_wind,I,"When the various occult organisations get wind of the non-existent secret's existence, of course, they take it in deadly earnest and will stop at nothing to discover it and so make themselves Masters of the World."
643,get_wind,L,"I eat the meal inside the tent to get away from the wind, and even there I need an extra jacket.
"
644,get_wind,I,Once they get wind of that they'll have me in there like a shot — And me hands are getting worse.
645,get_wind,L,"‘Aye, Reverend,’ continued the Elder, getting his wind."
646,get_wind,L,"When the wind blows off the land you have to consider the effects of trees, hills and buildings."
647,get_wind,L,The Race
648,get_wind,L,G has completely misjudged the approach by sailing too far above the layline.
649,get_wind,I,"If your superiors get wind that you are feuding with a fellow employee, they may intervene in the hope of sorting the problem out."
650,get_wind,I,"Second, it is trying to persuade researchers that it is a good thing to work for the military."
651,get_wind,L,Got the wind up.
652,get_wind,I,"Dad stamped back down, leaving Mum to get her second wind."
653,get_wind,I,"Hank had no doubt that, sooner or later, old tabby-cats like the MacDonald woman would get wind of it and would give his mother hell about it."
654,get_wind,Q,Baby sleeps soundly at nights and you get the rest you need to restore your energy.
655,get_wind,I,"‘Right, let's get this done before the Press get wind of what's happened,’ said Inspector Drew."
656,get_wind,I,Sources who have gotten wind of the project claim it is important to Microsoft's efforts to push NT into the enterprise.
657,get_wind,L,"Does it get wind, if so, where from (north, south, east or west)?"
658,get_wind,I,I'd never be able to without the police getting wind of it.
659,get_wind,I,"That caused a series of hiccups in the process, and the ripples allowed the Ardakkeans to get wind of the theft."
660,get_wind,L,"‘Have you found anything, Sergeant?’ she asked, pitching her voice high to get over the wind."
661,get_wind,Q,"We don't want him to get the wind, do we?"
662,get_wind,I,"With the end of the play in sight, everyone seemed to get a second (or possibly tenth) wind."
663,get_wind,L,When you get strong winds here in the sometimes in the Summer.
664,get_wind,L,You get gale force winds sometimes.
665,get_wind,L,"‘The whole of the west wing,’ he was saying, ‘will be turned into an art and design complex, while we are starting an appeal for the boat-house!"
666,get_wind,I,"‘So, if you get wind of a rumour from Salome on, say, Bloggs International, which says that tomorrow they're going to be taken over on very generous cash terms, then you buy as much Bloggs stock as you can."
667,get_wind,L,"‘That is if we get a tail wind,’ Ian explained."
668,get_wind,L,‘If they get a head wind they barely move at all.’
669,get_wind,L,pink and are really lovely for a bit and then you suddenly get a wind
670,get_wind,L,"you could get some pretty he hefty winds down there you know, the old monsoon used to blow"
671,get_wind,L,you've gotta get the wind and you gotta get the 
672,get_wind,Q,Well the thing is they're not gonna get any wind of erm  what  so he's gonna get sacked.
673,get_wind,Q,and you get wind on it.
674,get_wind,I,"(It's always spelt N O E, and answer has an E.) One does have this feeling that people were getting wind of Mr Edward Heath walking down the street, and were going out the back doors of the house."
675,give_notice,I,Parliament should give fresh thought to enacting a provision placing an obligation upon a council tenant to give notice to the council before being permitted to commence proceedings.
676,give_notice,I,"I remember saying this was a bit leisurely, wasn't it, but there was some apparently reasonable explanation, like no one gave any notice that they were going to die and the partnership could be a bit pushed to produce the cash if it was the wrong time of year."
677,give_notice,I,"In order to redeem, the mortgagor must give six months’ notice or pay six months’interest."
678,give_notice,I,"A crescendo of resentment built up between the two women, which reached its finale when Pamela lost Victoria's precious blue rabbit, whereupon Marie gave notice."
679,give_notice,I,Your intruder alarm must not be altered or replaced without our prior written agreement.
680,give_notice,I,The Company is required by Section 376 to give shareholders notice of these resolutions.
681,give_notice,I,"If you are not given sufficient notice in accordance with your contract, the Consolidation Act provides that the termination date for certain purposes will be when either:"
682,give_notice,I,"If nothing is agreed about notice, the common law implies a term into the contract that it can be brought to an end if ‘reasonable notice’ is given."
683,give_notice,I,"Conversely, it is possible for a dismissal which is technically in breach of contract (ie a summary dismissal when notice should have been given) to be fair."
684,give_notice,I,First by giving notice to the chairman of the appropriate committee.
685,give_notice,I,"Midland may at its discretion change these Terms and Conditions, give notice of variation in such a manner as it considers appropriate and may vary its charges and interest rates by general notice in branches."
686,give_notice,I,To marry by certificate with licence either of the partners must have lived in the area for 15 days ad both must be in the country when notice is given.
687,give_notice,I,Or : Under Standing Order 35 (written notice).
688,give_notice,I,"‘She's given her notice to leave, taken a living-in job in Skipton."
689,give_notice,I,PREMIER John Major and EC boss Jacques Delors clashed bitterly in mid-air last night — over high-tech TV.
690,give_notice,I,The union was informed that a collective agreement — which as usual was not binding — between the company and the NUJ was to be terminated on 1 April 1990 and the company gave the union proper notice.
691,give_notice,I,"By 1988, people were often given only six hours' notice — sometimes less — of the imminence of their removal to new homes and the destruction of their old ones."
692,give_notice,I,Alan confirms that the following formula would be used to work out Peter's redundancy entitlement as a full-time employee:
693,give_notice,I,"Mrs Gerard, the old housekeeper, had given notice."
694,give_notice,I,"The Nordic ski touring community in Scotland is a friendly one, and Angela gives notice of this in her book, when she acknowledges a healthy exchange of information between skiers from all over the country."
695,give_notice,I,"Mr O'Connor's management decided it would be in the best interest of all concerned for the event to be postponed giving the theatre management seven days' notice, enabling ticket holders to be contacted."
696,give_notice,I,Relocation company counsellors assigned to families moving to Britain also provide information on activities that may be taken up by the spouse.
697,give_notice,I,An alternative is to consider the use of a service flat.
698,give_notice,I,"Thus it was argued that the non-market methods of control were discriminatory, limited in their application, and somewhat clumsy as instruments, producing distortions and inequities within the financial system."
699,give_notice,I,Are things going to change?
700,give_notice,I,"The notice can be given either by the Central Authority or, to save time, directly by the competent authority."
701,give_notice,I,When you sign up for a savings scheme check the clauses for giving notice.
702,give_notice,I,"You cannot be informal when giving notice of dismissal or redundancy, or if you are writing a letter of condolence or complaint."
703,give_notice,I,"People wishing to collect semen or inseminate goats, or vets wishing to transfer embryos must be in possession of current licences from the BGS and must give requisite prior notice to the BGS Office of their plans."
704,give_notice,I,"When the employers refused the claim, a ""largely-attended meeting"" of the men unanimously decided to harden their line (asking for an increase in the stab rate) and to ""tender notices"" , i. e. to give notice of a strike on 1 November."
705,give_notice,I," ""On 2 November, 800 employees, inclusive of apprentices, journeymen, readers and men in positions of trust, gave two weeks notice"" and the strike began on 15 November."
706,give_notice,I,"By section 11 of the Public Order Act 1986, anyone organising a march must give the police six days notice otherwise he may commit an offence."
707,give_notice,I,Prior to the making of such alterations the tenants should obtain the consent of the landlord to the proposed alterations.
708,give_notice,I,"The tenant may then undertake the alterations, in full knowledge that he or she will be able to claim compensation for the improvements made when the tenancy ends."
709,give_notice,I,The Court of Appeal held that the term was not uncertain because the vendor could either give a quarter's notice or vacate the property without giving notice.
710,give_notice,I,"In my judgment therefore the exercise of his discretion was vitiated on the additional ground that by failing to require that the mother be given notice of the foster mother's application, he was deprived of material which was necessary for the proper exercise of his discretion."
711,give_notice,I,"On 11 January 1991 Norwich gave three months' notice of the termination of their agency agreement of 13 March 1990, by virtue of which Winchester had become an appointed representative, and hence an exempted person."
712,give_notice,I,"No one, so far as I know, has ever questioned such a suspension on the ground that it could not be done unless he is given notice of the charge and an opportunity of defending himself and so forth ."
713,give_notice,Q,‘the presumption that the inspector [in a revenue case]acted intra vires when giving the notice can only be displaced by evidence which cannot be reconciled with the inspector having the required reasonable opinion.
714,give_notice,I,"He has, within 48 hours of exercising the right of detention, to give notice to the police and, if he knows the person to whom the livestock belongs, to that person."
715,give_notice,I,"Organisers failing to give notice or not complying with conditions risk arrest, conviction, possible 3 months' sentence or, 400 fine."
716,give_notice,Q,"Assured tenants can be evicted only on the authority of a court order, and the landlord has to give the tenant a notice of proceedings for possession, which will include a statement of the grounds for possession the landlord is using."
717,give_notice,I,The Secretary of State has power to allow a longer period for the giving of a notice of appeal but he will not normally be prepared to exercise this power unless there are special circumstances which excuse the delay in giving notice of appeal.
718,give_notice,I,"An objector, who had not given the notice required by the rule, was not allowed to oppose confirmation when he sought to appear before the confirming authority, and the licence was confirmed."
719,give_notice,I,(3) An applicant under this section shall give the notices required by Part III of Schedule 2 to this Act.
720,give_notice,I,"The procedure is by the holder of the licence or the club giving notice of application of the section to the premises, the notice specifying the date it is intended to apply the section to the premises (subs."
721,give_notice,I,"(5) In the case of an application for the grant or provisional grant of a new licence, the applicant shall, not later than three weeks before the first day of the meeting of the board at which the application is to be considered, give notice in writing of the application to every occupier of premises situated in the same building as the premises to which the application relates."
722,give_notice,I,"Before making such an order, the Inland Revenue must be given notice of the application of not less than twenty-eight days and if the Inland Revenue object, it must submit a written statement of the grounds and ensure that an officer of it attends court on the hearing of the application (r 6.194)."
723,give_notice,I,"In the same year the Duke of Norfolk gave Creevey notice to quit Thetford, receiving a long but futile rebuke in return."
724,give_notice,I,Regular record checks will enable courts to identify cases not set down or disposed of within the prescribed period.
725,give_notice,I,"Any new vein discovered, but left unwrought for the space of six months after notice was given by the  estate to the captain or purser of the mine, could be licenced to any other person to work."
726,give_notice,I,"Section 46 deals with how stoppage in transit may be effected, by the seller either taking actual possession of the goods or giving notice of his claim to the carrier."
727,give_notice,I,"We are asked to reiterate that ALL Tutors must apply for the End of Module Tests from the N.E.C. Application for the Tests should be accompanied by the following information, giving three weeks notice or more."
728,give_notice,I,3.
729,give_notice,I,General Accident may cancel this policy by sending seven days notice by recorded delivery to your last known address.
730,give_notice,I,Once you have provided the Provisional Banding List on or before 1 December it has to be deposited at the Council's principal office and steps taken to give notice of this.
731,give_notice,I,Might I ask the right hon. Gentleman a question about which I gave notice to his office earlier this morning?
732,give_notice,I,Does the hon. Gentleman wish to give the Minister notice of an Adjournment debate?
733,give_notice,I,I am grateful to the hon. Gentleman for giving me notice of his question.
734,give_notice,I,That is the reason why I gave the Prime Minister prior notice of the question.
735,give_notice,Q,"Therefore, I ask my right hon. Friend the Minister to examine the matter, in particular in relation to 151 Royal Corps of Transport Regiment."
736,give_notice,I,I appreciate the courtesy of the hon. Member for Linlithgow (Mr. Dalyell) in giving notice of the details that he wanted to raise.
737,give_notice,I,Noriega's team of defence lawyers gave notice that they intended to pursue a defence strategy based jointly on aspects of international law and on domestic US criminal procedure.
738,give_notice,I,"Pinochet, who was still C.-in-C. of the army, was told by President Patricio Alywin Azócar on April 15 that in future he had to give prior notice to the government of any trips abroad."
739,give_notice,I,"Under the presidential ruling, industry would no longer be required to give public notice of plans to make minor changes to plant operations which might result in an increase of polluting emissions."
740,give_notice,I,"If he reasonably does not discover his right until a short time before the last days of the three months have elapsed, then obviously it would probably not be reasonably practicable to give notice in time."
741,give_notice,I,Of these 30 dismissals those which came before the Industrial Tribunal in this case were found to be unfair.
742,give_notice,I,"Hence, I give notice of the item for Co-ordinators and hope people may give some preliminary thought about it."
743,give_notice,Q,"The Proposing Transferor may (save where a Transfer Notice is given or deemed to be given pursuant to paragraphs (7)–(10) of this Article) within seven days of receipt of such notification revoke his Transfer Notice, provided that the Proposing Transferor shall in such circumstances be liable for the Auditors costs in certifying the Prescribed Price."
744,give_notice,I,"(4) If the Company shall within the period limited for acceptance find a Purchaser or Purchasers willing to purchase all the Shares concerned and shall give notice in writing thereof to the Proposing Transferor, he shall be bound, upon payment of the Prescribed Price, to transfer such Shares to the respective Purchasers thereof."
745,give_notice,Q,"The Proposing Transferor may (save where a Transfer Notice is given or deemed to be given pursuant to paragraphs (7)–(10) of this Article) within seven days of receipt of such notification revoke his Transfer Notice, provided that the Proposing Transferor shall in such circumstances be liable for the Auditors costs in certifying the Prescribed Price."
746,give_notice,I,"(4) If the Company shall within the period limited for acceptance find a Purchaser or Purchasers willing to purchase all the Shares concerned and shall give notice in writing thereof to the Proposing Transferor, he shall be bound, upon payment of the Prescribed Price, to transfer such Shares to the respective Purchasers thereof."
747,give_notice,I,"The actual distribution of annual holidays, excluding the public holidays, is normally four weeks during the summer vacation, and five days at Christmas and five days at Easter, when the offices are closed."
748,give_notice,I,"It will be recalled from Chapter 3 that the Partnership Act provides that where no definite duration is set for the partnership any partner may ""retire"" by giving his co-partners notice, whereupon in the absence of any contrary agreement the firm is dissolved."
749,give_notice,I,Here they rely on the principles in the ticket cases which require a reasonable attempt to give notice to a party of the existence of terms and conditions by which it is intended to bind him.
750,give_notice,I,"Notice of hearing (N 247) is given by the court (Ord 13, r 2(3))."
751,give_notice,I,"Notice of such adjournment or advancement is given by the court to all parties who were not present when the order was made (Ord 13, r 3(2)); it is common practice to send notice also to those parties who were present (N 232)."
752,give_notice,I,"The umpire gave no notice to the parties or their solicitors, examined no witnesses, but merely heard the statement of the two ""arbitrators"" and inspected the premises."
753,give_notice,I,"The court may grant leave on the written request alone or direct that a date be fixed for hearing in which case notice must be given to the applicant and other persons as directed by the court (FPCR, r3(2); FPR, r4.3(2))."
754,give_notice,I,Form CHA 71 should be used to give notice of proceedings to anyone who is not also a respondent.
755,give_notice,I,The court may give directions or vary or revoke an existing direction at any stage in the proceedings provided that the parties are given notice and an opportunity to attend and be heard or to make written representations.
756,give_notice,I,"The reason: before that date registration on a company's file of such a mortgage had effect as if registered as a land charge, thus giving notice to the world."
757,give_notice,I,"(c) Duties following cancellation Where notice has been given, in the case of hire purchase or conditional sale transactions, s72 generally places upon the debtor a legal duty to redeliver the goods subject to a lien for any part exchange goods tendered by him (s73(5))."
758,give_notice,I,"After the plaintiffs had failed to complete the work by that date, the defendant continued to press for delivery but, on 29 June, gave notice that, if the work was not completed within a further four weeks, he would cancel the order."
759,give_notice,I,"Erm, and we've had, I'm afraid to give protective notice to six members of staff, it's about er, discussions with the erm, Tech, are not successful, then they will have to leave us at the end of this programme year, which is the thirty-first of March."
760,give_notice,I,"Suddenly they come on  cos they don't give as much notice, they're a pain in the bum ."
761,give_notice,I,"‘I didn't give notice,’ Leith butted in, having got started on the honesty trail."
762,give_notice,I,"But for the past year she's faced the very real possibility of losing the Inn that's been her life because Whitbreads decided to sell it off along with other pubs to meet the demands of the Monopolies Commission, which had demanded it must get rid of half its tied houses."
763,give_notice,I,And the council's housing department is asking tenants thinking of ‘moving-on’ to help them make by giving early notice of when they intend to leave.
764,give_notice,I,"McGee, of Linthorpe Road, Middlesbrough, admitted six offences under the Building Act 1984."
765,give_notice,I,"Not only were there numerous deep recessions, but by the end of the century it was discovered foreign iron ore was of a higher quality, and although the MSG works did smelt imports from Spain, Russia and Chile, it was furnaces in ports that could do the cheapest."
766,give_notice,I,Sun Alliance has given notice to National Home Loans that it is cancelling its payment protection scheme at the end of the month.
767,give_notice,I,Others have already given notice that they will quit the NHS altogether.
768,give_notice,I,"The company, which sold a record 508 cattle through its Electronic Auctions Systems Europe franchise on Thursday, has given the necessary six months notice to the franchise-holding ANM Group, Aberdeen."
769,give_notice,I,"The new Bill, which goes before Parliament on November 16, says unions will also have to give written notice to employers of every worker who will be called on to take industrial action."
770,give_notice,Q,Gives notice of the
771,give_notice,I,No I've been here more than five years so they'll have to give me  five week's notice.
772,give_notice,I,You going down on a weekend darling?
773,give_notice,I,"Before declaring a dividend, the trustee must give notice of his intention to do so to all creditors of whom he is aware or who are identified in the statement of affairs who have not proved their debts (r 11.2(1)) and advertise his intention to declare a dividend unless he has previously invited creditors by advertisement to prove their debts (r 11.2(1A))."
774,give_notice,I,"In any proceeding in which no pre-trial review has been fixed, the district judge may nonetheless give notice to the parties requiring them to appear before him on the day named in the notice, so that the question of giving directions may be considered (Ord 17, rr 10 and 11(4))."
775,give_notice,I,"The striking out is automatic as compared with Ord 13, r 3(4) where the court has to give notice of intention to strike out where no action has been taken for 12 months."
776,give_sack,Q,‘You're giving me the sack —Sir ?’ she said with contempt.
777,give_sack,Q,‘Huh!
778,give_sack,I,He comes back two weeks later saying that he has been given the sack.
779,give_sack,I,"T. D. We had a CC, Plymouth Bill we called him — and he had a force in Plymouth that wasn't as great in numbers as a division in Liverpool."
780,give_sack,I,kiss your arse to your face and kick you in the teeth
781,give_sack,Q,PRESENTATION
782,give_sack,I,Ricky was so furious with Perdita for deliberately sabotaging her scholarship that he gave her the sack.
783,give_sack,I,Children who are familiar with the shape and sound of letters by the age of four are likely to be good readers at seven.
784,give_sack,I,JEFFREY Archer is to sign one of the biggest deals in British publishing history for more than £3 million a year.
785,give_sack,I,It didn't matter — I was on the way.
786,give_sack,Q,‘Are you giving me the sack?’
787,give_sack,I,"Mrs Bosanquet might also have mentioned, without stretching the point too far, the wonderful convenience of being able to give these troublesome boys the sack at a moment's notice."
788,give_sack,Q," ""They gave me the sack."" "
789,give_sack,L,"They'd give you two and a half sacks as a quota for every day and if you didn't manage it, they didn't pay you anything."
790,give_sack,L,"Sybaris had been destroyed by its neighbours the men of Kroton in 510 BC; the mid-fifth-century recovery, organized by Athens, coincides with a attested corn-shortage in mainland Greece: an Egyptian pharaoh, in revolt from Persia, gave Athens 40,000 sacks of corn in the 440s."
791,give_sack,I,"That's a note he got from the Editor the other day, giving him the sack.’"
792,give_sack,Q,‘An’ he give me the sack.
793,give_sack,I,"Alyssia opened her mouth to give him a piece of her mind at this further show of arrogance — in fact, to give him the sack, because his mere presence here implied that he was working for her father, and so, in an indirect manner, for herself — but he didn't allow her the chance."
794,give_sack,I,"His silence encouraged her to be even more frank, and, looking to where the moonlight caught the line of his strong jaw, she said, ‘I know you appreciate the help I've given by stepping in to take Stella's place, and for that reason I doubt that you would give me the sack — or tell me to go."
795,give_sack,I,‘I'd better be getting back or the foreman will be giving me the sack.’
796,give_sack,I,"‘I've been given the sack,’ Leith told her shakily, and, over coffee, gave her a blow-by-blow account."
797,give_sack,Q,‘You gave her the sack?’ she questioned quickly.
798,give_sack,I,I would say conditions were a wee bit easier a wee bit you had a wee bit more freedom because they knew they could not replace anybody if they gave the sack.
799,give_sack,I,And if they did give you the sack you would be walked away to the army I expect.
800,give_sack,Q,Would give her the sack.
801,give_sack,L,So I went in and told them and they'd given me wrong sack.
802,give_sack,Q,give you the sack just like that 
803,have_fling,I,The middle of the month arrives with you really having a fling.
804,have_fling,I,He's had his little fling.
805,have_fling,I,But plenty of people thought it the height of irresponsibility to allocate £11 million to having a fling.
806,have_fling,I,"In 1880 he had had a political fling and stood as a Liberal candidate for the City of London in favour of disestablishment, temperance legislation, social and political reform."
807,have_fling,I,"An errand boy must have his fling, you know."
808,have_fling,I,"First, however, we had to let the birthday boy have his fling."
809,have_fling,I,"I think it was his birthday party, so he had a fling!’"
810,have_fling,I,"It seems Cindy's only serious boyfriend was Bill Cordes, the DeKalb High School football team quarterback."
811,have_fling,I,"Former US Open winner Gabriela, 22, had a brief fling with French tennis heart-throb Henri Leconte."
812,have_fling,I,He has a real fling
813,have_fling,I,"Elsewhere in the Lakes the tourist industry was having a last determined autumn fling, but not here, not in this quiet and relatively undiscovered cul-de-sac."
814,have_fling,I,"‘Having a fling with Barbs isn't faithlessness,’ said Constance, who had been concentrating on this very matter for her own reasons."
815,have_fling,I,We'd had the odd fling even while she was supposed to be engaged to him — the night of the fire was when we started it.
816,have_fling,I,"Her critics — and they will be many — will say all this is at best manufactured recollections, the distorted memories of a bitter and angry woman who had her fling with a priest, and has paid the price."
817,have_fling,I,"I had a fling with someone when I was at college, but that was the only occasion."
818,have_fling,I,So the future of Bringwyn Manor seems secure.
819,have_fling,I,"The consultant, Dr. Nigel Cox, has been a given a one-year suspended jail sentence for attempting to murder a terminally ill patient."
820,have_fling,I,"Well, sex mainly, and the mistaken male view that women dream of having a wild and torrid fling in the afore-mentioned potting shed with someone who spends more time with mulch and manure than Gillette shower gel."
821,have_fling,I,"To suggest, however, that these were all wrinklies dusting off the cobwebs to have one final fling before a tranquil retirement would be a serious misapprehension."
822,have_fling,I,"When it is on, her weight plummets, she can't sleep, she cries a lot."
823,have_fling,I,Ooh!
824,have_future,I,She has the best groundstrokes in the women's game and she is still only 17.
825,have_future,I,"The Canadian model has a curious corollary, which was to have an unhappy future, extending almost down to the present day."
826,have_future,I,A simple education — no country in the world has a future without it.
827,have_future,I,"A mutiny against the rowing establishment last summer by oarsmen being coached by him was patched up in time for the world championships in Yugoslavia, but at the end of the championships Spracklen declared that he had no future in British rowing."
828,have_future,I,"Since different molecules absorb different colours, this microscope can be used to make a microscopic chemical analysis of the surface."
829,have_future,I,I have no future.
830,have_future,I,"And I kept telling him, yeah, Oliver, but the day that, you know, some Nicaraguan unity group appears and it's evident that it's got everybody in it…that's the day I'll begin to believe that this thing has a future."
831,have_future,I,"Martin Tweedle, head of Heckmondwike Grammar, Kirklees, is under no illusions: ‘If Labour's manifesto is to be believed, we don't really have a future."
832,have_future,I,"The sale has the complete support of the Wellcome board, and John Robb, chief executive of Wellcome, said that the board believed Wellcome has ‘an excellent future as an independent global pharmaceuticals group’."
833,have_future,I,He missed just one game that season because of a dose of ‘flu and was regarded as having a fine future.
834,have_future,I,"He adds: ‘Educationally, the school seems to have a future’…‘."
835,have_future,I,Would make an excellent international manager.
836,have_future,I,"The new parent wants to concentrate on rail traction vehicles for railways, industry and mining, which account for 90 per cent of LEW's sales."
837,have_future,I,I have gone on to be exhibited there almost every year.
838,have_future,I,We had no future together.
839,have_future,I,"It is also one of great concern to all cricketers, first-class, club and schoolboy."
840,have_future,I,The case is just one of a spate reaching court after September's ruling in America in which 12-year-old Gregory Kingsley won a divorce from his mother.
841,have_future,I,"Owned by legendary Irish punter J P McManus, Danny Connors landed a gamble in the valuable Coral Golden Hurdle at last year's Cheltenham Festival."
842,have_future,I,There is a strong determination to put it right this time and not to let things slip.
843,have_future,I,"If, as it seems, the mere sight of a policeman is enough to deter many potential law breakers then Sam (short for speed and aggression moderator) looks likely to have a successful future."
844,have_future,I,Do building societies have a future?
845,have_future,I,With our long tradition of effective management and careful attention to quality we have a bright future as an independent company.
846,have_future,I,They feel that they have no future towards which to strive.
847,have_future,I,"I didn't envy them their individual futures, which seemed dull or trivial to me, but I did envy the fact they had futures at all, whereas I had none, or, at least , not one to which I could look forward with any confidence."
848,have_future,I,He was a very bright boy and was doing so well in his studies.
849,have_future,I,"But when the loan period expires, Beasant is determined to head back to Stamford Bridge and try to prolong his career in the Premier League."
850,have_future,I,"I can't thank him enough for what he is doing,’ says Kim, of Romford, Essex."
851,have_future,I,"He's a great leader and although he has done so much, he still has a great future in front of him.’"
852,have_future,I,The side has also welded together emotionally and some of the players who went to Argentina have a great future in the game.
853,have_future,I,We never had a future.
854,have_future,I,The society's vision of the sort of institution it would like to be in the future — if it has a future — is another problem.
855,have_future,I,"The rest, certainly many fewer than now, will do only a limited business."
856,have_future,I,"If it fails to get its finances in order, Greece has a black future."
857,have_future,I,They are coming under attack from outside and are being undermined from within by economic and social disintegration.
858,have_future,I,Its members reckon their enterprises have no future without price controls and government subsidies.
859,have_future,I,that they do have a secure future together.
860,have_future,I,This meant it was available for the first two years only in London and the South-East and to people who bothered to fit a new aerial.
861,have_future,I,There are those for (Horrocks 1982) and against (Evans 1983) the establishment of age-related specialist services for elderly people.
862,have_future,I,The approach may be more considered but Burns still sounds like he was force-fed Brillo Pads as a nipper.
863,have_future,I,And the general tenor of his appraisal of the history of the Movement after the Pioneers is that Producer Co-operation had been a vexatious distraction and would have little worthwhile future.
864,have_future,I,"Having passed seven CSE's at school, she said,""I reckoned that if I had a future then computer studies was where it would be."
865,have_future,I,"They say he could have a future when he's finished his studies."""
866,have_future,I,"In saying this, I am saying little more than that history, more or less as we have known it, will continue in the future (if humanity has a future)."
867,have_future,I,"That would, however, Jam inclined to think not be a bad thing for our Party and a good thing for the Nation."
868,have_future,I,But this I would say to you.
869,have_future,I,"The Convent High School thus had no independent future, and indeed discussions had already taken  place with the Local Authority for the possible redevelopment of the site."
870,have_future,I,"There is no longer any need to ask whether ""the whole discipline of criticism"" has a future."
871,have_future,I,Those who had to live with the legacy of Cold War did not necessarily have a future that was any clearer or simpler than those who inherited the remains of Hitler's Europe four and a half decades earlier.
872,have_future,I,"They told me I had an academic future, a considerable future.’"
873,have_future,I,"It was the scientists, not the literary intellectuals, as C. P. Snow reminded us, who had ‘the future in their bones’."
874,have_future,I,It is not easy to see the future for the art of jewellery; it may even be considered that as an art it has not a future.
875,have_future,I,"Paramagnetic materials are unimportant from an engineering point of view, and diamagnetic materials may have a future; the present, however, belongs to the ferromagnetic group, and above all to the most important representative of the group — the various alloys of iron."
876,have_future,I,"In most circumstances, inkjets produce results close in quality to lasers, yet they're much cheaper, smaller, quieter and easier to maintain."
877,have_future,I,"And you know the objective for us is to see where we're going, to be able to encourage our staff to realize that as a, that we have a future."
878,have_future,I,"Our most successful player at Peachtree was Eoghan O'Connell, a young Irishman who has a future which ought to be the equal of Claydon's."
879,have_future,I,"That we're really talking about the re the reign of God, and how in fact God's plan is not in operation with people starving  and people having  not a future they c they can anticipate."
880,have_future,I,"‘He has a future’, she remarked, ‘and I have a past, so we should be all right.’"
881,have_future,I,"He left school in Manchester to go into training as a farmer but, after three years, decided that he had no future in farming."
882,have_future,I,Maybe I have a big faggot future.
883,have_future,I,"He hurried her out of the restaurant and she took a last look at the castle as he drove past, promising herself she would return one day."
884,have_future,I,"Being designed by a small three-man team, financial and organizational support needs to be forthcoming if BSO is to have an assured future."
885,have_future,I,I am confident Scottish Nuclear has a long-term future and that it will continue to be one of Scotland's best engineering companies.
886,have_future,I,‘We are determined to ensure that nuclear generation has a significant future within an integrated and balanced energy policy.’
887,have_future,I,Mr Denton went on to explain that the traditional ‘heavy’ railway may not have a future except for journeys between the main population centres.
888,have_future,I,"Like the unit in Pembrokeshire, it has done that because it believes that it can satisfy the Secretary of State on four points: first, that such a move would show benefits for patients; secondly, that it would improve management capability; thirdly, that clinicians would be involved in management; and, fourthly, that the trust has a future of financial soundness."
889,have_future,I,We have made it absolutely clear that we are determined that Plymouth should have a good future.
890,have_future,I,"My hon. Friend the Member for Beaconsfield (Mr. Smith) made some extremely good points about prospectuses, competition and the regulatory task."
891,have_future,I,"I wish to underline his support for the United Nations in the new world order that everyone talks so much about these days, and especially his comments about the British Council, the work of the council, and the BBC World Service."
892,have_future,I,"One reason for that drifting away is that, as a result of the Government's failure to obey European Community rules, we are not getting the money that we should under RECHAR."
893,have_future,I,The days when we could defend good old British bulldog industry by slamming on trade tariffs and erecting a barrier against the rest of the world have gone.
894,have_future,I,They have no future because of the policies of the Government.
895,have_future,I,"It is precisely because market forces have in the long run caught up with the operation of the CAP, as they inevitably would, that we are in such trouble."
896,have_future,I,I believe that Labour's statement that it will maintain the coal industry at’ around about its current size’is unworkable — especially in the light of the developments that are already in train — and also uncosted.
897,have_future,I,"Tactically too Dublin were more clued in than their opponents, and their ability to get players behind the ball repeatedly denied and defied the All Ireland champions."
898,have_future,I,"She took on two alternating roles here, working for six-month periods as Acquisitions Librarian and as Serials Librarian, alternating with our other Assistant Librarian."
899,have_future,I,"Expressing his backing for Rafsanjani's presidential candidacy on May 7, 1989, Khamenei declared that Rafsanjani's candidacy revived the hope that ""our nation will have a much brighter future ahead of it"" ."
900,have_future,I,We have the future in our hands.
903,have_future,I,"If I take on an artist, for example, I need to think they will have a future."
904,have_future,I,This argument will only fail to apply to two close-together points on the same vertical line (= constant); such points will have converging futures (but distinct pasts).
905,have_future,I,"If electric cars are going to have a significant future, we have to find a cleaner way to generate electricity."""
