mwe;label;sentence;par
гладить по голове;I;"улыбкой и приветом. Я ощущал ее личность так живо, что мог говорить с ней, находясь один, без чувства странности или нелепости, но когда воспоминание повторяло ее нежный и горячий порыв, причем я не мог прогнать ощущение прильнувшего ко мне тела этого полуребенка, которого надо было, строго говоря, гладить по голове,- я спрашивал себя:
 -Отчего я не был с ней добрее и не поговорил так, как она хотела, ждала, надеялась? Отчего не попытался хоть чем-нибудь ее рассмешить?
 В один из своих приездов в Леге я остановился перед лавкой, на окне которой была выставлена модель парусного судна,- большое,";3
гладить по голове;L;"десь, на дне ванны. Я хочу поехать к Оле, но не могу к ней поехать, потому что это ее тело, ее ребенок и ее выбор. Она хочет сделать все так, словно это маленькая плановая операция, ничего особенного, я ее понимаю. Милая, милая Оля, я бы хотела сегодня оказаться рядом с тобой, держать тебя за руку, гладить по голове, говорить  ""B""что ты, все хорошо, ты же знаешь, я тебя люблю ""B"". Я бы хотела сегодня оказаться твоей мамой, взять тебя на руки, вынести из больничной палаты, отвезти домой, уложить в постель, напоить чаем с малиной, сделать вид, что это ангина. Милая Оля, я вряд ли смогу даже подн";2
гладить по голове;L;"зяйку. Что он любовался ею, созерцал красную шаль и казистое платье, -- это было видно из его взглядов и свидетельствовало о развитом в нем чувстве изящного. К сожалению, Акулине Ивановне некогда было обратить внимание на эту кошачью любезность и вознаградить за нее Ваську куском говядины или хотя погладить по голове. Недоумения ее кончились, она решилась поступить точно так же, как поступала всегда в подобных случаях: если нельзя идти со двора, то очень можно побывать на дворе нельзя оставить дом, но выйти из кухни никто не мешает. Дело в том, что необходимо ""людей посмотреть, себя показать"".";2
гладить по голове;L;PЯ метнулся назад к матери, обнял, стал судорожно гладить по голове.P;2
гладить по голове;L;-- Нечего, нечего гладить по голове! -- шипел юный змееныш, -- мамаша! он меня дерет за то, что я его поймал с Наденькой.;2
гладить по голове;L; Царь молчал и задумчиво продолжал гладить по голове своего молодого любимца. Наконец, он как бы очнулся и сказал с мрачной усмешкой:;2
гладить по голове;L; И действительно, сидя рядом с молодым человеком, Малова в разговоре несколько раз похлопала его по плечу по-товарищески. А затем, говоря, что он хороший человек, вдруг погладила его рукой по лицу, потрепала по обеим щекам, как маленького ребёнка. Наконец, стала гладить по голове.;2
гладить по голове;L;"зяйку. Что он любовался ею, созерцал красную шаль и казистое платье, -- это было видно из его взглядов и свидетельствовало о развитом в нем чувстве изящного. К сожалению, Акулине Ивановне некогда было обратить внимание на эту кошачью любезность и вознаградить за нее Ваську куском говядины или хотя погладить по голове. Недоумения ее кончились, она решилась поступить точно так же, как поступала всегда в подобных случаях: если нельзя идти со двора, то очень можно побывать на дворе нельзя оставить дом, но выйти из кухни никто не мешает. Дело в том, что необходимо ""людей посмотреть, себя показать"".";2
гладить по голове;L; -- Подем, подем,-- говорил он.-- Видно, что помочь... А ты не реви, дурашка...-- Он подошел к Павлуше и протянул было к нему свою длинную руку, с намерением погладить по голове но Павлуша испугался и отскочил в сторону, с плаксивым и робким взглядом.;2
гладить по голове;L; Слезы полились из глаз молодого рыцаря, и он разрыдался. А король склонился над ним, поцеловал его в лоб, стал гладить по голове и утешать:;2
гладить по голове;L;"  ""B""-- Ты знаешь, я совершенно не чувствую в нем мужчины, -- говорила она иногда с веселым недоумением Аркадию. -- Вот он сидит со мной, и я могу его, как брата, гладить по голове и даже класть голову на колени.";2
гладить по голове;L;" 	Некоторое время Детин молчал. Любава ждала все спокойнее. Ранее он казался ей монолитом, глыбой, стеной, а теперь вот проявил слабость. Захотелось его приласкать, погладить по голове, поцеловать в губы первой.";2
гладить по голове;L; Но незнакомец, по-видимому, и не думал бояться собаки. Несмотря на то, что Джек угрожающе скалил зубы, господин старался схватить его за ошейник. Это, правда, ему не удалось, но он успел несколько раз погладить по голове ворчавшего на него Джека.;2
за пояс заткнут;I;"ачнется настоящее неисходное вдовье горе. Происходя из духовного звания, она хоть и смутно, но понимала, что мальчикам без ""науки"" не прожить. У нее было четыре брата, из которых двое уж кончили курс в семинарии, а двое еще учились было две сестры замужем за священниками (одна даже в губернском городе), которые тоже считали себя причастными науке. Сам отец Марей хоть и позабыл многое, а все-таки в свое время кончил в семинарии курс, а иногда и теперь рисковал просклонять: ,  и т. д. Да и она была грамотная, и по части церковной и даже гражданской печати могла хоть кого угодно за пояс заткнуть.";2
за пояс заткнут;I;"ачнется настоящее неисходное вдовье горе. Происходя из духовного звания, она хоть и смутно, но понимала, что мальчикам без ""науки"" не прожить. У нее было четыре брата, из которых двое уж кончили курс в семинарии, а двое еще учились было две сестры замужем за священниками (одна даже в губернском городе), которые тоже считали себя причастными науке. Сам отец Марей хоть и позабыл многое, а все-таки в свое время кончил в семинарии курс, а иногда и теперь рисковал просклонять: ,  и т. д. Да и она была грамотная, и по части церковной и даже гражданской печати могла хоть кого угодно за пояс заткнуть.";2
за пояс заткнут;I;- А слабо вам майора за пояс заткнуть?;2
за пояс заткнут;I; Он решил действовать. У него был служитель Жендзян, шляхтич из Подлясья, мальчик лет шестнадцати, но пройдоха каких мало, который мог бы за пояс заткнуть какого угодно старого шельмеца Скшетуский решил отправить его к Елене -- на разведку. Февраль кончался, дожди прошли, март обещал быть более погожим, и дороги должны были немного поправиться. Жендзян собирался в путь. Пан Скшетуский снабдил его письмом, бумагой, чернилами и перьями и велел их беречь как зеницу ока, так как помнил, что в Розлогах ничего этого нет. Мальчику приказано было не говорить, от кого он и зачем приехал. Пусть скажет, ;2
за пояс заткнут;I; Он решил действовать. У него был служитель Жендзян, шляхтич из Подлясья, мальчик лет шестнадцати, но пройдоха каких мало, который мог бы за пояс заткнуть какого угодно старого шельмеца Скшетуский решил отправить его к Елене -- на разведку. Февраль кончался, дожди прошли, март обещал быть более погожим, и дороги должны были немного поправиться. Жендзян собирался в путь. Пан Скшетуский снабдил его письмом, бумагой, чернилами и перьями и велел их беречь как зеницу ока, так как помнил, что в Розлогах ничего этого нет. Мальчику приказано было не говорить, от кого он и зачем приехал. Пусть скажет, ;2
за пояс заткнут;I;- А слабо вам майора за пояс заткнуть?;2
за пояс заткнут;L; -- Зачем в зубы? -- рассмеялся Шумский.-- Ведь мы будем не в костюме праотца Адама! Третий можно за пояс заткнуть.;2
за пояс заткнут;L; -- Зачем в зубы? -- рассмеялся Шумский.-- Ведь мы будем не в костюме праотца Адама! Третий можно за пояс заткнуть.;2
каши не свариш;I;" ""А черт с ним, с этим Приваловым, в самом-то деле, - раздумывала наедине Заплатина под влиянием только что полученной неприятности от своей пансионской подруги. - Пожалуй, с ним только даром время проведешь, а каши не сваришь...""";2
каши не свариш;I;"злобная выходка. Однажды вечером он пришел таким образом к ней, повинуясь её приказанию когда она беспорядочно перемешивала поцелуи и страстные восклицания, составлявшие такой резкий контраст с ее обычной холодностью, Свану показалось вдруг, будто раздался шум: он встал, осмотрел все кругом, никого не нашел, но не имел мужества снова занять место подле нее тогда, в припадке бешенства, Одетта разбила вазу и сказала Свану: ""Никогда с тобой каши не сваришь!"" Он так и остался в неуверенности, не спрятала ли она в комнате человека, в котором хотела вызвать муки ревности или распалить чувственность.";2
каши не свариш;I;" вот это проклятое девичество все поперек горла стоит"". Дальше Половодов задумался о дамах узловского полусвета, но здесь на каждом шагу просто была мерзость, и решительно ни на что нельзя было рассчитывать. Разве одна Катя Колпакова может иметь еще временный успех, но и это сомнительный вопрос. Есть в Узле одна вдова, докторша, шустрая бабенка, только и с ней каши не сваришь. ""Ну, да это пустяки: было бы болото - черти будут, - утешал себя Половодов он незаметно для себя пил вино стакан за стаканом и сильно опьянел. - А вот дядюшка - это в своем роде восьмое чудо света... Ха-ха-ха!.. Перл...""";2
каши не свариш;I;P- С вами каши не сваришь, - горько улыбнулась Катя.P;2
каши не свариш;I; - С вами каши не сваришь! Мы когда есть будем, ночью, что ли? - Олег быстро зашагал в сторону нашего убежища. ;2
каши не свариш;I; -- Да, нигилисты,-- подтвердил Полояров,-- Они!.. Все они это!.. Дрянной народишко, никак с ним каши не сваришь!.. Уж на что в нашей ассоциации, устроил было я им коммуну, и все это, понимаете, прекрасно так, образцово, на разумных экономических началах... тут и ассоциация труда, и самопомощь, и круговая порука, артель и равноправие, и все такое...;2
с пеной у рта;I; В то же самое время запорожский гетман, вернувшись в лагерь, рычал, как дикий раненый зверь, рвал на груди свой жупан, царапал лицо. Казацкие атаманы, уцелевшие от погрома, окружили его в мрачном молчании, не говоря ни слова в утешение, а он, почти обезумев от ярости и досады, с пеной у рта топал ногами и обеими руками рвал волосы на голове.;2
с пеной у рта;I; Потом, злобный, негодующий, с пеной у рта, со сверкающими бешенством глазами, он остановился посреди комнаты, выискивая взором, что бы ему сокрушить, сломать.;2
с пеной у рта;I; Во время  наездов в Москву, я обнаружил, что перестал понимать своих коллег и друзей. А они - меня. Все с пеной у рта доказывали, что Приднестровье нужно уничтожить как осколок империализма и оплот коммунизма.;2
с пеной у рта;I; И борьба эта разразилась со страшной силой. Бесовская свора сплотилась у жертвенника, окружая Люцифера, который с пеной у рта, отвратительный и страшный, пускал в мага снопы искр и клубы черного зловонного дыма все это большими темными пятнами падало на светлую одежду Супрамати, но мгновенно таяло и исчезало. Ларвы и сатанинские жрецы метали в него раскаленными добела стрелами.;2
с пеной у рта;I;"  ""B""Всякие там политологи, социологи, экономисты и прочая шушера еще долго будут спорить, с пеной у рта доказывать, что конец социализма был вызыван нефтяным кризисом, войной в Афганистане, или вконец подорвавшейся на Олимпиаде 80-го года в Москве социалистической экономикой. Они будут писать статьи и книжки, утверждая с умным видом, что всему виной была историческая, давно назревшая и готовая прорваться зеленым гноем сквозь набрякшую тоненькую оболочку, необходимость. Они будут гадать о том, как и почему именно Горбачев пришел к власти, хотел ли он коренных преобразований или попросту не смо";2
с пеной у рта;I; И борьба эта разразилась со страшной силой. Бесовская свора сплотилась у жертвенника, окружая Люцифера, который с пеной у рта, отвратительный и страшный, пускал в мага снопы искр и клубы черного зловонного дыма все это большими темными пятнами падало на светлую одежду Супрамати, но мгновенно таяло и исчезало. Ларвы и сатанинские жрецы метали в него раскаленными добела стрелами.;2
с пеной у рта;I; Видение приблизилось к Миле, стоявшей неподвижно со сложенными на груди руками. Но в эту минуту Красинский, с пеной у рта от бешенства, словно железными клещами схватил руку дочери, и та, слабо вскрикнув, упала в обморок.;2
с пеной у рта;I; В то же самое время запорожский гетман, вернувшись в лагерь, рычал, как дикий раненый зверь, рвал на груди свой жупан, царапал лицо. Казацкие атаманы, уцелевшие от погрома, окружили его в мрачном молчании, не говоря ни слова в утешение, а он, почти обезумев от ярости и досады, с пеной у рта топал ногами и обеими руками рвал волосы на голове.;2
с пеной у рта;I;кто с пеной у рта оплевывал лучших людей Франции,;2
с пеной у рта;I;ть замуж выдавайте за турецкого султана, только чтоб рекрутского набору не было. Но зато очень чувствительно и близко нашему сердцу, кто нами заведывает, кто губернатор наш. Об этой политике, выпив в трактире или погребке, толкуют секретари, столоначальники и прочая мелкая приказная братия, толкуют с пеной у рта от душевного волнения, имея на то полное нравственное право, потому что от этой политики у них шиворотки трещат. Образованное дворянство тоже рассуждает об этой политике с гораздо более душевным участием, чем о той, которую читает в газетах. Политика эта условливает действия разных вед;2
с пеной у рта;I; -- Пусти, говорю тебе, прочь с дороги! -- с пеной у рта, задыхающимся голосом прохрипел Толстых.;2
с пеной у рта;I; -- О, я знаю в чем дело, -- с пеной у рта заговорил он. -- Гладких ненавидит меня... и сплел на меня все эти небылицы... но я утверждаю, что это -- ложь, ложь...;2
с пеной у рта;I;" Между тем, борцы с пеной у рта, раскровянившись, стояли наготове и ждали, кто кого первый ударит. Но они ждали только минуту, а потом, будто по команде, бросились друг на друга. Бовдур ударил кулаком еврейчика по руке и выбил из нее хлеб, за это еврейчик левой рукой двинул Бовдура по носу. Потом сцепились вместе, и уже нельзя было разобрать, кто кого бьет, пхает, дерет, уродует, пока, наконец, оба не попадали на пол и, не выпуская друг друга из рук, не заревели разом как звери: ""Караул! караул! бьют!"" ";2
с пеной у рта;I; -- О, я знаю в чем дело, -- с пеной у рта заговорил он. -- Гладких ненавидит меня... и сплел на меня все эти небылицы... но я утверждаю, что это -- ложь, ложь...;2
с пеной у рта;I;" Между тем, борцы с пеной у рта, раскровянившись, стояли наготове и ждали, кто кого первый ударит. Но они ждали только минуту, а потом, будто по команде, бросились друг на друга. Бовдур ударил кулаком еврейчика по руке и выбил из нее хлеб, за это еврейчик левой рукой двинул Бовдура по носу. Потом сцепились вместе, и уже нельзя было разобрать, кто кого бьет, пхает, дерет, уродует, пока, наконец, оба не попадали на пол и, не выпуская друг друга из рук, не заревели разом как звери: ""Караул! караул! бьют!"" ";2
с пеной у рта;I; И Рогожин круто повернулся на каблуке и, сделав княгине гримасу и укоризненный жест рукою, прошипел с пеной у рта:;2
с пеной у рта;I;- Перевезти всех беженцев в Палестину, закрыть лагеря и некому будет помогать. Поэтому ООН в числе первых выступит за признание нового государства Палестина и будет с пеной у рта  настаивать на необходимости и законности возвращения палестинских беженцев на свою историческую родину!;2
с пеной у рта;I; -- Что вы тут врете, какой долг... он скандальничает, а не долг -- бесился молодой человек чуть не с пеной у рта Но пока, волнуясь и горячась, он успел втолковать полицейскому, в чем дело, и тот оборотился к Лопашову, ни Лопашова, ни нас уже давно не было. Мы ускакали на извозчиках, помирая со смеху, представляя, как теперь бесится одураченный так ловко незнакомец.;2
с пеной у рта;I; Во время  наездов в Москву, я обнаружил, что перестал понимать своих коллег и друзей. А они - меня. Все с пеной у рта доказывали, что Приднестровье нужно уничтожить как осколок империализма и оплот коммунизма.;2
с пеной у рта;I;тро. Несмотря на будний, рабочий день, оно все кипело народом. Уже запряженные в телеги и в сохи, но впопыхах брошенные людьми лошади стояли почти у каждых ворот. Ребятишки и бабы бежали, не оглядываясь, и все в одном направлении - к церкви. Собаки заливались лаем, куры с тревожным кудахтаньем, бестолково махая крыльями, разлетались в разные стороны из-под ног. Толпа быстро увеличилась новыми людьми и раздалась во всю ширину улицы. Сбившись в густую массу, задыхаясь в давке, разгорячаясь от прикосновения друг к другу, люди бежали с хриплыми криками, с пеной у рта, точно стая бешеных животных. ;2
с пеной у рта;I; -- Эх, вы!-- кричал он с пеной у рта.-- Туда же лезете... сидели бы себе дома... а то тоже на охоту... ружье купили!.. Мешалку вам в руки-то, а не ружье... Тут орешь-орешь по лесу-то, а он губы распускает....;2
с пеной у рта;I; -- Мазурик! Негодяй! Бездельник! Украл-таки! Украл! Тысячную лошадь из-под носа увел негодный! -- с пеной у рта, с безумно вытаращенными от бессильной злобы глазами кричал дядя Иванка, вскакивая на другую лошадь.;2
с пеной у рта;I; -- Пусти, говорю тебе, прочь с дороги! -- с пеной у рта, задыхающимся голосом прохрипел Толстых.;2
с пеной у рта;I;"  ""B""Азрафил выпрямился во весь рост на столе, служившем ему престолом, и с пеной у рта, казалось, готов был кинуться на ""бунтовщицу"". В ту же минуту вперед выскочил бледный, с искаженным лицом Уриель, зажав в поднятой руке кинжал, как вдруг между ним и Мэри появился Пратисуриа, который присел и ощетинился. Вне себя от бешенства, Уриель разразился мерзким богохульством, а потом прорычал заклинание, которым приказывал тигру растерзать ""мятежницу"". Но вместо того, чтобы исполнить приказ, тигр заревел так, что задрожали стекла. Прыгнув затем на Уриеля, он повалил его на пол и схватил за горло, а ";2
с пеной у рта;I;ть замуж выдавайте за турецкого султана, только чтоб рекрутского набору не было. Но зато очень чувствительно и близко нашему сердцу, кто нами заведывает, кто губернатор наш. Об этой политике, выпив в трактире или погребке, толкуют секретари, столоначальники и прочая мелкая приказная братия, толкуют с пеной у рта от душевного волнения, имея на то полное нравственное право, потому что от этой политики у них шиворотки трещат. Образованное дворянство тоже рассуждает об этой политике с гораздо более душевным участием, чем о той, которую читает в газетах. Политика эта условливает действия разных вед;2
с пеной у рта;I; -- Что вы тут врете, какой долг... он скандальничает, а не долг -- бесился молодой человек чуть не с пеной у рта Но пока, волнуясь и горячась, он успел втолковать полицейскому, в чем дело, и тот оборотился к Лопашову, ни Лопашова, ни нас уже давно не было. Мы ускакали на извозчиках, помирая со смеху, представляя, как теперь бесится одураченный так ловко незнакомец.;2
с пеной у рта;I; - Для этого-то ты изменнически ворвался ко мне, для этого-то ты перерядился, каторжник! - кричал с пеной у рта Мариус.;2
с пеной у рта;I; Проект этого закона был выдвинут в противовес абсурдному требованию национального блока о выселении и депортации неграждан. Меня поражал тогда политический фетишизм, который побуждал национал-радикалов с пеной у рта выступать против любой легализации неграждан. Выдвинутый ими тогда законопроект был, на мой взгляд, чудовищным, и я с трибуны обвинила их в нечестной игре на национальном самосознании латышей, в спекуляциях на трагедиях прошлого, неминуемо ведущих к новым трагедиям. Игнорируя то, что к этому времени уже все постоянные жители Латвии -- граждане и неграждане -- имели свой регистраци;2
с пеной у рта;I; -- Мазурик! Негодяй! Бездельник! Украл-таки! Украл! Тысячную лошадь из-под носа увел негодный! -- с пеной у рта, с безумно вытаращенными от бессильной злобы глазами кричал дядя Иванка, вскакивая на другую лошадь.;2
с пеной у рта;I;"та -- хоть шаром покати! В критике... если молодому передовому рецензенту нужно сказать, что ""курице свойственно нести яйца"", -- подавай ему целых двадцать страниц для изложения этой великой истины -- да и то он едва с нею сладит! Пухлы эти господа, доложу вам, как пуховики, размазисты, как тюря, и с пеной у рта говорят общие места! В науке... ха-ха-ха! ученый Кант есть и у нас только на воротниках инженеров! В искусстве то же самое! Не угодно ли вам сегодня пойти в концерт? Услышите народного певца Агремантского... Большим успехом пользуется... А если бы лещ с кашей -- лещ с кашей, говорю вам";2
с пеной у рта;I; - Горцы Ефраима! - повторил он с пеной у рта. - И вы дали себя так глупо обезоружить?! Но нет, это невозможно! Или же это - низкая измена, и ты сам в ней соучастник, негодяй!;2
с пеной у рта;I; Так с пеной у рта, яростно выкрикивал без конца Кроме.;2
с пеной у рта;I; -- Эх, вы!-- кричал он с пеной у рта.-- Туда же лезете... сидели бы себе дома... а то тоже на охоту... ружье купили!.. Мешалку вам в руки-то, а не ружье... Тут орешь-орешь по лесу-то, а он губы распускает....;2
с пеной у рта;I; Проект этого закона был выдвинут в противовес абсурдному требованию национального блока о выселении и депортации неграждан. Меня поражал тогда политический фетишизм, который побуждал национал-радикалов с пеной у рта выступать против любой легализации неграждан. Выдвинутый ими тогда законопроект был, на мой взгляд, чудовищным, и я с трибуны обвинила их в нечестной игре на национальном самосознании латышей, в спекуляциях на трагедиях прошлого, неминуемо ведущих к новым трагедиям. Игнорируя то, что к этому времени уже все постоянные жители Латвии -- граждане и неграждане -- имели свой регистраци;2
с пеной у рта;I;кто с пеной у рта оплевывал лучших людей Франции,;2
с пеной у рта;I;- Перевезти всех беженцев в Палестину, закрыть лагеря и некому будет помогать. Поэтому ООН в числе первых выступит за признание нового государства Палестина и будет с пеной у рта  настаивать на необходимости и законности возвращения палестинских беженцев на свою историческую родину!;2
с пеной у рта;I;"та -- хоть шаром покати! В критике... если молодому передовому рецензенту нужно сказать, что ""курице свойственно нести яйца"", -- подавай ему целых двадцать страниц для изложения этой великой истины -- да и то он едва с нею сладит! Пухлы эти господа, доложу вам, как пуховики, размазисты, как тюря, и с пеной у рта говорят общие места! В науке... ха-ха-ха! ученый Кант есть и у нас только на воротниках инженеров! В искусстве то же самое! Не угодно ли вам сегодня пойти в концерт? Услышите народного певца Агремантского... Большим успехом пользуется... А если бы лещ с кашей -- лещ с кашей, говорю вам";2
с пеной у рта;I; Не добежав нескольких шагов на четвереньках, медведица с ужасающим ревом поднялась на задние лапы и, с пеной у рта простирая объятия, полезла на охотника, но, ловко (по месту {В левую сторону груди, снизу вверх под третье ребро. (Примеч. автора.)}) встреченная рогатиной, наткнулась на острие железа, рявкнула, навалилась еще сильнее, и вслед за тем оба, охотник и зверь, начали вместе опускаться вниз, словно стоя тонули в снегу... Какой-то черный лоскут взметнулся вверх над ними...;2
с пеной у рта;I;"  ""B""Азрафил выпрямился во весь рост на столе, служившем ему престолом, и с пеной у рта, казалось, готов был кинуться на ""бунтовщицу"". В ту же минуту вперед выскочил бледный, с искаженным лицом Уриель, зажав в поднятой руке кинжал, как вдруг между ним и Мэри появился Пратисуриа, который присел и ощетинился. Вне себя от бешенства, Уриель разразился мерзким богохульством, а потом прорычал заклинание, которым приказывал тигру растерзать ""мятежницу"". Но вместо того, чтобы исполнить приказ, тигр заревел так, что задрожали стекла. Прыгнув затем на Уриеля, он повалил его на пол и схватил за горло, а ";2
с пеной у рта;I; -- А!.. ночная птица, подлец, который боится дневного света... Я покажу ему себя!.. -- с пеной у рта прохрипел Петр Иннокентьевич и скорее упал, нежели сел в кресло.;2
с пеной у рта;I; Потом, злобный, негодующий, с пеной у рта, со сверкающими бешенством глазами, он остановился посреди комнаты, выискивая взором, что бы ему сокрушить, сломать.;2
с пеной у рта;I; И Рогожин круто повернулся на каблуке и, сделав княгине гримасу и укоризненный жест рукою, прошипел с пеной у рта:;2
с пеной у рта;I; -- А!.. ночная птица, подлец, который боится дневного света... Я покажу ему себя!.. -- с пеной у рта прохрипел Петр Иннокентьевич и скорее упал, нежели сел в кресло.;2
с пеной у рта;I; Кривонос, взбешенный, с пеной у рта, не хотел признать себя побежденным и бросал тысячи молодцов в пасть смерти. С другой стороны на высоком кургане, Кружьей Могиле, стоял Еремия в серебряных латах и смотрел. Лицо его было спокойно, а взор окидывал плотину, пруд, берега Случи и достигал места, где стоял огромный табор Кривоноса, подернутый дымкой. Князь не отрывал от него глаз и, наконец обратившись к толстому киевскому воеводе, сказал:;2
с пеной у рта;I; - Для этого-то ты изменнически ворвался ко мне, для этого-то ты перерядился, каторжник! - кричал с пеной у рта Мариус.;2
с пеной у рта;I; Со всех концов страны к деревушке на Раненом Колене потянулись журналисты. Администрация Соснового Утёса и её глава Дик Уилсон с пеной у рта доказывали, что повстанцы -- это просто бандинская шайка, агенты коммунистов и клоуны-идиоты, которых следовало судить по всей строгости закона. Но его речи не выглядели убедительными. Весть о восстании Лакотов разнеслась по всему миру. К осаждённым индейцам пытались пробраться молодые люди вовсе не индейской крови, чтобы бок о бок с ними защищать то, чего так сильно не хватает современному цивилизованному человеку -- право иметь своё собственное лицо. ;2
с пеной у рта;I; -- Здравствуйте! Ты бы еще поговорил с ней о двенадцатиперстной кишке... Так знай же, дурак, что не далее как вчера я лично присутствовал при споре, когда Пернатова с пеной у рта говорила о естественном подборе и браке ради потомства.;2
с пеной у рта;I; -- Здравствуйте! Ты бы еще поговорил с ней о двенадцатиперстной кишке... Так знай же, дурак, что не далее как вчера я лично присутствовал при споре, когда Пернатова с пеной у рта говорила о естественном подборе и браке ради потомства.;2
